coverage,stride,top1,n
10,1,0.0424364896073903,3464
10,2,0.0352193995381062,3464
10,4,0.0314665127020785,3464
10,8,0.0262702078521939,3464
10,16,0.0262702078521939,3464
25,1,0.089203233256351,3464
25,2,0.0811200923787528,3464
25,4,0.0588914549653579,3464
25,8,0.0421478060046189,3464
25,16,0.0277136258660508,3464
50,1,0.1818708369533739,3453
50,2,0.1771858714533873,3454
50,4,0.1562048018513161,3457
50,8,0.1047150708706971,3457
50,16,0.0580254041570438,3464
75,1,0.2754739336492891,3376
75,2,0.2619893428063943,3378
75,4,0.257244234180958,3382
75,8,0.2247058823529411,3400
75,16,0.1144859813084112,3424
100,1,0.2983206106870229,3275
100,2,0.3014032946918853,3278
100,4,0.2989659367396594,3288
100,8,0.2820746132848044,3297
100,16,0.1728691476590636,3332
