config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.0025,8000,8.0,videomamba,kinetics400,covstride,8
cov100_s16,0.0025,8000,7.966875,videomamba,kinetics400,covstride,8
cov100_s2,0.0025,8000,8.0,videomamba,kinetics400,covstride,8
cov100_s4,0.0025,8000,7.997625,videomamba,kinetics400,covstride,8
cov100_s8,0.0025,8000,7.989875,videomamba,kinetics400,covstride,8
cov10_s1,0.0025,8000,7.982625,videomamba,kinetics400,covstride,8
cov10_s16,0.0025,8000,1.971625,videomamba,kinetics400,covstride,8
cov10_s2,0.0025,8000,7.94775,videomamba,kinetics400,covstride,8
cov10_s4,0.0025,8000,7.674875,videomamba,kinetics400,covstride,8
cov10_s8,0.0025,8000,3.87275,videomamba,kinetics400,covstride,8
cov25_s1,0.0025,8000,7.997,videomamba,kinetics400,covstride,8
cov25_s16,0.0025,8000,4.829625,videomamba,kinetics400,covstride,8
cov25_s2,0.0025,8000,7.989125,videomamba,kinetics400,covstride,8
cov25_s4,0.0025,8000,7.96575,videomamba,kinetics400,covstride,8
cov25_s8,0.0025,8000,7.816,videomamba,kinetics400,covstride,8
cov50_s1,0.0025,8000,8.0,videomamba,kinetics400,covstride,8
cov50_s16,0.0025,8000,7.81875,videomamba,kinetics400,covstride,8
cov50_s2,0.0025,8000,7.997125,videomamba,kinetics400,covstride,8
cov50_s4,0.0025,8000,7.989375,videomamba,kinetics400,covstride,8
cov50_s8,0.0025,8000,7.966125,videomamba,kinetics400,covstride,8
cov75_s1,0.0025,8000,8.0,videomamba,kinetics400,covstride,8
cov75_s16,0.0025,8000,7.945875,videomamba,kinetics400,covstride,8
cov75_s2,0.0025,8000,7.9995,videomamba,kinetics400,covstride,8
cov75_s4,0.0025,8000,7.99525,videomamba,kinetics400,covstride,8
cov75_s8,0.0025,8000,7.983375,videomamba,kinetics400,covstride,8
