ss_coverage,ss_stride,ss_residual,ss_total,eta2_coverage,eta2_stride,f_coverage,p_coverage,f_stride,p_stride,n_configs,model,dataset,dominant_effect,eta2_stride_interp,eta2_coverage_interp
0.1823800215665131,0.06406093520243114,0.013607528673659497,0.2600484854426037,0.7013308355020851,0.2463422738009765,53.61150461348697,4.5601904474779076e-09,18.83102707001774,6.745255578533005e-06,25,r3d_18,ucf101,COVERAGE,large,large
0.21252941391284497,0.09202868736419685,0.05122802903126021,0.35578613030830203,0.5973515992000032,0.2586629424942747,16.59477578441723,1.5078513975530505e-05,7.185807387439356,0.0016415544050766284,25,r3d_18,ssv2,COVERAGE,large,large
0.28585369465989974,0.1288081458073988,0.008330479747199249,0.4229923202144978,0.6757893252410455,0.30451651165222265,137.25677432011295,3.627209643752849e-12,61.849088991881786,1.578401409574326e-09,25,r3d_18,hmdb51,COVERAGE,large,large
0.11434274856036336,0.021529248309479783,0.012103998014668958,0.1479759948845121,0.7727114701921902,0.14549149222671076,37.78677042801568,5.804853642210617e-08,7.114756061059583,0.0017222606744983215,25,r3d_18,diving48,COVERAGE,large,large
1.0293780392611729,0.3654869570367407,0.3298141907227139,1.7246791870206275,0.596851893968418,0.21191590864392418,12.48433897893261,8.484695691179933e-05,4.432640769469112,0.01334167588288837,25,r3d_18,autsl,COVERAGE,large,large
0.16085977359693876,0.09329161352040821,0.025424505739795877,0.27957589285714285,0.5753706871970344,0.33368976333048206,25.30783099474802,9.52105211671217e-07,14.677431998118712,3.224583670558001e-05,25,r3d_18,driveact,COVERAGE,large,large
0.11628550557477897,0.03687143406382161,0.0014668973471741176,0.1546238369857747,0.7520541970865537,0.23845892575550146,317.09241494994984,5.10702591327572e-15,100.54264297321699,3.993438912885949e-11,25,r3d_18,epic_kitchens,COVERAGE,large,large
0.06967636506224878,0.015493245760219616,0.0036093912361532775,0.08877900205862167,0.7848293340382535,0.17451475462620394,77.21674986556086,2.979312352380248e-10,17.169926723412342,1.2165091801130679e-05,25,mc3_18,ucf101,COVERAGE,large,large
0.17300069493950496,0.08991145071524702,0.055187394751537985,0.31809954040628996,0.5438571043470898,0.2826519353043025,12.539145630510758,8.269887353007377e-05,6.516810668091291,0.002608876318750064,25,mc3_18,ssv2,COVERAGE,large,large
0.13167373360145554,0.029256675923266022,0.002709106578569355,0.16363951610329092,0.8046573146692866,0.17878735295696493,194.4164687252589,2.41140440948584e-13,43.19752667496176,2.2148974987423742e-08,25,mc3_18,hmdb51,COVERAGE,large,large
