video_id,label_id,source_frames,distinct_frames,model_input_frames,k,filt,config,correct_top1,confidence,model,dataset
Le6xdQ2OO8w_00124,0,106,1,8,1,point,k1_point,False,0.8688490986824036,videomamba,diving48
bl0C6d9QgIg_00021,0,51,1,8,1,point,k1_point,False,0.9052273631095886,videomamba,diving48
mGRum47TLX0_00045,0,211,1,8,1,point,k1_point,False,0.6594908237457275,videomamba,diving48
L_SB1PRgDTE_00029,0,87,1,8,1,point,k1_point,False,0.5695979595184326,videomamba,diving48
Le6xdQ2OO8w_00154,0,113,1,8,1,point,k1_point,False,0.563435435295105,videomamba,diving48
Le6xdQ2OO8w_00127,0,161,1,8,1,point,k1_point,False,0.8229423761367798,videomamba,diving48
Le6xdQ2OO8w_00121,0,110,1,8,1,point,k1_point,False,0.2528201639652252,videomamba,diving48
Le6xdQ2OO8w_00119,0,130,1,8,1,point,k1_point,False,0.544984757900238,videomamba,diving48
bSsVWVfYU4w_00118,0,151,1,8,1,point,k1_point,False,0.2230280339717865,videomamba,diving48
bl0C6d9QgIg_00022,0,96,1,8,1,point,k1_point,False,0.722484290599823,videomamba,diving48
bl0C6d9QgIg_00017,0,250,1,8,1,point,k1_point,False,0.9810722470283508,videomamba,diving48
bl0C6d9QgIg_00023,0,90,1,8,1,point,k1_point,False,0.5726094245910645,videomamba,diving48
bSsVWVfYU4w_00086,0,53,1,8,1,point,k1_point,False,0.3372299373149872,videomamba,diving48
bSsVWVfYU4w_00169,0,141,1,8,1,point,k1_point,False,0.42076119780540466,videomamba,diving48
MbzIpx8kAD0_00025,0,96,1,8,1,point,k1_point,False,0.5107606649398804,videomamba,diving48
ovWCmIMMkRI_00055,0,88,1,8,1,point,k1_point,False,0.5671945810317993,videomamba,diving48
Le6xdQ2OO8w_00139,0,150,1,8,1,point,k1_point,False,0.41705530881881714,videomamba,diving48
Le6xdQ2OO8w_00160,0,105,1,8,1,point,k1_point,False,0.7146453857421875,videomamba,diving48
Le6xdQ2OO8w_00120,0,96,1,8,1,point,k1_point,False,0.9518360495567322,videomamba,diving48
zmacW6f2Tdk_00048,0,93,1,8,1,point,k1_point,False,0.4996682107448578,videomamba,diving48
cs8g1es4vfM_00034,1,64,1,8,1,point,k1_point,False,0.34538066387176514,videomamba,diving48
cs8g1es4vfM_00043,1,93,1,8,1,point,k1_point,False,0.9349321722984314,videomamba,diving48
CVAfPfVFulQ_00076,1,92,1,8,1,point,k1_point,False,0.5403058528900146,videomamba,diving48
yHo2oERGo7A_00056,1,122,1,8,1,point,k1_point,False,0.8538134694099426,videomamba,diving48
ovWCmIMMkRI_00058,1,105,1,8,1,point,k1_point,False,0.9225790500640869,videomamba,diving48
yHo2oERGo7A_00058,1,94,1,8,1,point,k1_point,False,0.8414548635482788,videomamba,diving48
cs8g1es4vfM_00056,1,102,1,8,1,point,k1_point,False,0.981494665145874,videomamba,diving48
SbzcCzXjYSU_00049,1,87,1,8,1,point,k1_point,False,0.6933499574661255,videomamba,diving48
cs8g1es4vfM_00010,1,77,1,8,1,point,k1_point,False,0.39928486943244934,videomamba,diving48
ovWCmIMMkRI_00034,1,92,1,8,1,point,k1_point,False,0.5186333656311035,videomamba,diving48
yHo2oERGo7A_00057,1,102,1,8,1,point,k1_point,False,0.41080617904663086,videomamba,diving48
SbzcCzXjYSU_00056,1,109,1,8,1,point,k1_point,False,0.457852303981781,videomamba,diving48
jMEYIEYkpY0_00103,1,140,1,8,1,point,k1_point,False,0.33932504057884216,videomamba,diving48
ovWCmIMMkRI_00033,1,72,1,8,1,point,k1_point,False,0.4769618809223175,videomamba,diving48
ovWCmIMMkRI_00057,1,102,1,8,1,point,k1_point,False,0.4589056372642517,videomamba,diving48
MbzIpx8kAD0_00065,1,164,1,8,1,point,k1_point,False,0.5264214277267456,videomamba,diving48
cs8g1es4vfM_00033,1,99,1,8,1,point,k1_point,False,0.827083945274353,videomamba,diving48
cs8g1es4vfM_00032,1,155,1,8,1,point,k1_point,False,0.3656998872756958,videomamba,diving48
ovWCmIMMkRI_00056,1,90,1,8,1,point,k1_point,False,0.47582411766052246,videomamba,diving48
yHo2oERGo7A_00088,1,114,1,8,1,point,k1_point,False,0.6121951937675476,videomamba,diving48
zmacW6f2Tdk_00058,2,126,1,8,1,point,k1_point,False,0.4571649432182312,videomamba,diving48
rRw7peH60Yw_00032,2,128,1,8,1,point,k1_point,False,0.8806071281433105,videomamba,diving48
zmacW6f2Tdk_00057,2,127,1,8,1,point,k1_point,False,0.6566091775894165,videomamba,diving48
Le6xdQ2OO8w_00215,3,70,1,8,1,point,k1_point,False,0.6485559940338135,videomamba,diving48
Le6xdQ2OO8w_00201,3,133,1,8,1,point,k1_point,False,0.7381425499916077,videomamba,diving48
zmacW6f2Tdk_00039,3,96,1,8,1,point,k1_point,True,0.6857423782348633,videomamba,diving48
Jud-06v5Ghw_00001,3,115,1,8,1,point,k1_point,False,0.6761878728866577,videomamba,diving48
Le6xdQ2OO8w_00249,3,86,1,8,1,point,k1_point,False,0.7422348260879517,videomamba,diving48
Le6xdQ2OO8w_00256,3,60,1,8,1,point,k1_point,False,0.6026485562324524,videomamba,diving48
jMEYIEYkpY0_00031,3,117,1,8,1,point,k1_point,False,0.3347899913787842,videomamba,diving48
Le6xdQ2OO8w_00202,3,105,1,8,1,point,k1_point,False,0.7855443954467773,videomamba,diving48
CVAfPfVFulQ_00079,3,41,1,8,1,point,k1_point,False,0.810877799987793,videomamba,diving48
CVAfPfVFulQ_00084,3,71,1,8,1,point,k1_point,False,0.5258024334907532,videomamba,diving48
