config,top1,n,mean_distinct,model,dataset,mode,budget
k16_box,0.15343203230148048,743,16.0,videomamba,diving48,antialias,8
k16_point,0.3297442799461642,743,16.0,videomamba,diving48,antialias,8
k1_box,0.039030955585464336,743,1.0,videomamba,diving48,antialias,8
k1_point,0.05114401076716016,743,1.0,videomamba,diving48,antialias,8
k2_box,0.03768506056527591,743,2.0,videomamba,diving48,antialias,8
k2_point,0.05652759084791386,743,2.0,videomamba,diving48,antialias,8
k4_box,0.05518169582772544,743,4.0,videomamba,diving48,antialias,8
k4_point,0.21534320323014805,743,4.0,videomamba,diving48,antialias,8
k8_box,0.1278600269179004,743,8.0,videomamba,diving48,antialias,8
k8_point,0.3633916554508748,743,8.0,videomamba,diving48,antialias,8
