coverage,stride,top1,n,model,dataset
10,1,0.03627450980392157,1020,videomae,epic_kitchens
10,2,0.049019607843137254,1020,videomae,epic_kitchens
10,4,0.050980392156862744,1020,videomae,epic_kitchens
10,8,0.045098039215686274,1020,videomae,epic_kitchens
10,16,0.03137254901960784,1020,videomae,epic_kitchens
25,1,0.07156862745098039,1020,videomae,epic_kitchens
25,2,0.07549019607843137,1020,videomae,epic_kitchens
25,4,0.08627450980392157,1020,videomae,epic_kitchens
25,8,0.07058823529411765,1020,videomae,epic_kitchens
25,16,0.04607843137254902,1020,videomae,epic_kitchens
50,1,0.1284313725490196,1020,videomae,epic_kitchens
50,2,0.12352941176470589,1020,videomae,epic_kitchens
50,4,0.12352941176470589,1020,videomae,epic_kitchens
50,8,0.12058823529411765,1020,videomae,epic_kitchens
50,16,0.09019607843137255,1020,videomae,epic_kitchens
75,1,0.1607843137254902,1020,videomae,epic_kitchens
75,2,0.16862745098039217,1020,videomae,epic_kitchens
75,4,0.15784313725490196,1020,videomae,epic_kitchens
75,8,0.13333333333333333,1020,videomae,epic_kitchens
75,16,0.10392156862745099,1020,videomae,epic_kitchens
100,1,0.2107843137254902,1020,videomae,epic_kitchens
100,2,0.22058823529411764,1020,videomae,epic_kitchens
100,4,0.20588235294117646,1020,videomae,epic_kitchens
100,8,0.18235294117647058,1020,videomae,epic_kitchens
100,16,0.12941176470588237,1020,videomae,epic_kitchens
