coverage,stride,top1,n,model,dataset
10,1,0.017032332563510392,3464,r2plus1d_18,ssv2
10,2,0.012990762124711317,3464,r2plus1d_18,ssv2
10,4,0.012413394919168591,3464,r2plus1d_18,ssv2
10,8,0.011547344110854504,3464,r2plus1d_18,ssv2
10,16,0.011547344110854504,3464,r2plus1d_18,ssv2
25,1,0.04214780600461894,3464,r2plus1d_18,ssv2
25,2,0.027424942263279444,3464,r2plus1d_18,ssv2
25,4,0.01558891454965358,3464,r2plus1d_18,ssv2
25,8,0.012702078521939953,3464,r2plus1d_18,ssv2
25,16,0.011836027713625866,3464,r2plus1d_18,ssv2
50,1,0.12047494931943238,3453,r2plus1d_18,ssv2
50,2,0.09901563404748118,3454,r2plus1d_18,ssv2
50,4,0.04396875903962974,3457,r2plus1d_18,ssv2
50,8,0.023430720277697426,3457,r2plus1d_18,ssv2
50,16,0.015011547344110854,3464,r2plus1d_18,ssv2
75,1,0.18809241706161137,3376,r2plus1d_18,ssv2
75,2,0.1862048549437537,3378,r2plus1d_18,ssv2
75,4,0.11679479597871083,3382,r2plus1d_18,ssv2
75,8,0.04176470588235294,3400,r2plus1d_18,ssv2
75,16,0.024240654205607476,3424,r2plus1d_18,ssv2
100,1,0.2082442748091603,3275,r2plus1d_18,ssv2
100,2,0.20774862721171447,3278,r2plus1d_18,ssv2
100,4,0.15541362530413624,3288,r2plus1d_18,ssv2
100,8,0.051865332120109194,3297,r2plus1d_18,ssv2
100,16,0.029111644657863145,3332,r2plus1d_18,ssv2
