video_id,label_id,source_frames,distinct_frames,model_input_frames,coverage,stride,config,correct_top1,confidence,model,dataset
Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_fr_med_2,0,370,32,32,10,1,cov10_s1,True,0.8538104891777039,vivit,hmdb51
April_09_brush_hair_u_nm_np1_ba_goo_0,0,409,32,32,10,1,cov10_s1,True,0.9913263916969299,vivit,hmdb51
Prelinger_HabitPat1954_brush_hair_u_cm_np1_le_med_10,0,276,28,32,10,1,cov10_s1,False,0.2375079244375229,vivit,hmdb51
me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ri_goo_3,0,382,32,32,10,1,cov10_s1,True,0.9887332916259766,vivit,hmdb51
red_head_brush_hair_u_cm_np1_le_goo_2,0,185,18,32,10,1,cov10_s1,True,0.99114990234375,vivit,hmdb51
Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_3,0,105,10,32,10,1,cov10_s1,True,0.765129566192627,vivit,hmdb51
brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_2,0,276,28,32,10,1,cov10_s1,False,0.41394370794296265,vivit,hmdb51
red_head_brush_hair_u_cm_np1_ba_goo_0,0,277,28,32,10,1,cov10_s1,True,0.9885733127593994,vivit,hmdb51
Slave_brush_my_hair_brush_hair_u_cm_np2_le_goo_2,0,348,32,32,10,1,cov10_s1,False,0.24433858692646027,vivit,hmdb51
Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_1,0,228,23,32,10,1,cov10_s1,True,0.8924668431282043,vivit,hmdb51
brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_0,0,456,32,32,10,1,cov10_s1,True,0.8263199925422668,vivit,hmdb51
can_somebody_just_brush_my_hair!_brush_hair_u_cm_np2_ri_med_0,0,382,32,32,10,1,cov10_s1,True,0.7980009317398071,vivit,hmdb51
indianrapunzels_com---silky_long_hair_brushing_brush_hair_u_cm_np2_ri_goo_1,0,307,31,32,10,1,cov10_s1,True,0.9400107264518738,vivit,hmdb51
Haarek_mmen_brush_hair_h_cm_np1_fr_goo_0,0,411,32,32,10,1,cov10_s1,True,0.9619923830032349,vivit,hmdb51
brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_1,0,282,28,32,10,1,cov10_s1,False,0.6832334399223328,vivit,hmdb51
Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_1,0,144,14,32,10,1,cov10_s1,True,0.9765222072601318,vivit,hmdb51
Beim_Radschlag_Hose_gerissen_(Nick)_xD_cartwheel_f_cm_np1_ri_med_0,1,80,8,32,10,1,cov10_s1,False,0.5628190040588379,vivit,hmdb51
Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_2,1,81,8,32,10,1,cov10_s1,True,0.8404468894004822,vivit,hmdb51
CarTwHeeL_PerFecT_cartwheel_f_cm_np1_le_med_0,1,89,9,32,10,1,cov10_s1,False,0.8075954914093018,vivit,hmdb51
Gymnastics__-_Steps_to_Do_a_Cartwheel_cartwheel_f_nm_np1_le_med_0,1,112,11,32,10,1,cov10_s1,False,0.39608871936798096,vivit,hmdb51
Cartwheel_Contest_cartwheel_f_cm_np1_fr_med_4,1,80,8,32,10,1,cov10_s1,False,0.19602981209754944,vivit,hmdb51
Jennis_Bodenk_r_cartwheel_f_cm_np1_fr_med_3,1,81,8,32,10,1,cov10_s1,False,0.9637851715087891,vivit,hmdb51
Bodenturnen_2004_cartwheel_f_cm_np1_le_med_4,1,43,4,32,10,1,cov10_s1,False,0.14593610167503357,vivit,hmdb51
Zwei_hoffnungslose_Pflegef_lle_beim_Turnen(Part4)_cartwheel_f_cm_np1_ri_bad_0,1,92,9,32,10,1,cov10_s1,False,0.860791802406311,vivit,hmdb51
lea_kann_radschlag_cartwheel_f_cm_np1_ri_med_0,1,91,9,32,10,1,cov10_s1,False,0.4982225000858307,vivit,hmdb51
Bodenturnen_cartwheel_f_cm_np1_le_med_3,1,125,12,32,10,1,cov10_s1,False,0.3476049602031708,vivit,hmdb51
Cartwheel_Competition_cartwheel_f_cm_np1_le_med_0,1,70,7,32,10,1,cov10_s1,False,0.13822439312934875,vivit,hmdb51
Monikas_Staatsexamen__Turnen_cartwheel_f_cm_np1_ri_med_4,1,81,8,32,10,1,cov10_s1,False,0.17537246644496918,vivit,hmdb51
Zwei_hoffnungslose_Pflegef_lle_beim_Turnen(Part2)_cartwheel_f_cm_np1_le_bad_0,1,103,10,32,10,1,cov10_s1,False,0.7422237992286682,vivit,hmdb51
Bayer__Meisterin_Teresa_Stadler_cartwheel_f_cm_np1_le_med_0,1,43,4,32,10,1,cov10_s1,False,0.1695144921541214,vivit,hmdb51
How_to_do_a_Cartwheel_cartwheel_f_nm_np1_le_med_1,1,100,10,32,10,1,cov10_s1,False,0.32916805148124695,vivit,hmdb51
cartwheel_challange_cartwheel_f_cm_np2_le_med_1,1,59,6,32,10,1,cov10_s1,False,0.7094181776046753,vivit,hmdb51
Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_u_cm_np1_le_med_3,2,36,4,32,10,1,cov10_s1,True,0.9520613551139832,vivit,hmdb51
Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_le_med_8,2,34,3,32,10,1,cov10_s1,True,0.991063117980957,vivit,hmdb51
Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_le_med_6,2,37,4,32,10,1,cov10_s1,True,0.9795315265655518,vivit,hmdb51
Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ba_med_0,2,37,4,32,10,1,cov10_s1,True,0.9858198165893555,vivit,hmdb51
Torwarttraining_2_(_sterreich)_catch_f_cm_np1_le_med_3,2,37,4,32,10,1,cov10_s1,True,0.976288914680481,vivit,hmdb51
Torwarttraining_3_(_sterreich)_catch_f_nm_np1_fr_med_5,2,37,4,32,10,1,cov10_s1,True,0.97642582654953,vivit,hmdb51
Goalkeeper_Training_Day_#_2_catch_f_cm_np1_ba_bad_5,2,34,3,32,10,1,cov10_s1,True,0.5239444375038147,vivit,hmdb51
Goalkeeper_Training_Day_#_2_catch_f_cm_np1_fr_bad_2,2,38,4,32,10,1,cov10_s1,True,0.8631656169891357,vivit,hmdb51
Ballfangen_catch_u_cm_np1_fr_goo_1,2,37,4,32,10,1,cov10_s1,False,0.2704029381275177,vivit,hmdb51
Goalkeeper_Training_Day_#_7_catch_f_nm_np1_ri_bad_4,2,56,6,32,10,1,cov10_s1,True,0.8439698815345764,vivit,hmdb51
torwart_de_-_Torwarttraining_Werder_Bremen_catch_f_cm_np1_ba_bad_0,2,41,4,32,10,1,cov10_s1,True,0.9773285984992981,vivit,hmdb51
Torwarttraining_catch_u_cm_np1_ri_med_2,2,34,3,32,10,1,cov10_s1,True,0.3245559334754944,vivit,hmdb51
torwart_de_-_Torwarttraining_Werder_Bremen_catch_f_cm_np1_fr_bad_2,2,47,5,32,10,1,cov10_s1,True,0.9664062261581421,vivit,hmdb51
Torwarttraining_2_(_sterreich)_catch_f_cm_np1_le_med_5,2,41,4,32,10,1,cov10_s1,True,0.9491404891014099,vivit,hmdb51
Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_ba_bad_7,2,49,5,32,10,1,cov10_s1,True,0.5873585343360901,vivit,hmdb51
Sweet_Candy_Bubbles_chew_h_cm_np1_fr_med_2,3,125,12,32,10,1,cov10_s1,True,0.8849579095840454,vivit,hmdb51
random_gum_chewing_chew_h_nm_np1_fr_med_1,3,90,9,32,10,1,cov10_s1,True,0.922177791595459,vivit,hmdb51
Big_League_Chew_chew_h_nm_np1_fr_goo_1,3,159,16,32,10,1,cov10_s1,True,0.9912631511688232,vivit,hmdb51
chewing_bubble_gum_chew_h_cm_np1_ri_med_0,3,124,12,32,10,1,cov10_s1,True,0.9199517965316772,vivit,hmdb51
lol_im_so_weird___BLOWIN_BUBBLE_GUM__oops_i_burped_at_the_end_my_bad_lol_chew_h_nm_np1_fr_med_2,3,79,8,32,10,1,cov10_s1,True,0.9485167264938354,vivit,hmdb51
chewing_gum_1_chew_h_nm_np1_fr_goo_0,3,79,8,32,10,1,cov10_s1,False,0.9287700057029724,vivit,hmdb51
Loud_Chewing_chew_u_cm_np1_fr_med_1,3,78,8,32,10,1,cov10_s1,True,0.9952799081802368,vivit,hmdb51
WeddingCrashers_chew_h_nm_np1_fr_goo_6,3,53,5,32,10,1,cov10_s1,False,0.4107247591018677,vivit,hmdb51
LittleChildren_chew_h_nm_np1_fr_goo_7,3,81,8,32,10,1,cov10_s1,False,0.9608439803123474,vivit,hmdb51
Dubble_bubble_compilation_-_all_on_8_pieces_chew_h_nm_np1_fr_med_2,3,119,12,32,10,1,cov10_s1,True,0.9686047434806824,vivit,hmdb51
Dubble_bubble_compilation_-_all_on_8_pieces_chew_h_nm_np1_fr_med_0,3,73,7,32,10,1,cov10_s1,True,0.968817949295044,vivit,hmdb51
TheBoondockSaints_chew_u_nm_np1_fr_med_46,3,74,7,32,10,1,cov10_s1,False,0.22881285846233368,vivit,hmdb51
Scott_Can_t_Make_His_Bubblegum_Pop_chew_h_nm_np1_fr_med_2,3,90,9,32,10,1,cov10_s1,False,0.9838488101959229,vivit,hmdb51
chewing_gum_2_chew_h_cm_np1_fr_med_0,3,90,9,32,10,1,cov10_s1,False,0.38539332151412964,vivit,hmdb51
Bubble_blowing_3!_chew_h_nm_np1_le_bad_1,3,100,10,32,10,1,cov10_s1,True,0.9900014400482178,vivit,hmdb51
Double_bubble_in_one_big_bubble_-D_chew_h_nm_np1_fr_goo_2,3,88,9,32,10,1,cov10_s1,True,0.9877517223358154,vivit,hmdb51
Boom_Snap_Clap_clap_u_nm_np1_fr_med_1,4,80,8,32,10,1,cov10_s1,True,0.8768250346183777,vivit,hmdb51
The_Slow_Clap_clap_u_nm_np2_fr_med_23,4,30,3,32,10,1,cov10_s1,True,0.8877248167991638,vivit,hmdb51
Standing_clap_f_cm_np1_fr_med_1,4,80,8,32,10,1,cov10_s1,True,0.5626569986343384,vivit,hmdb51
Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_f_cm_np2_ba_med_2,4,41,4,32,10,1,cov10_s1,False,0.10860683768987656,vivit,hmdb51
Theslowclap1_clap_f_cm_np1_fr_med_0,4,72,7,32,10,1,cov10_s1,False,0.651013195514679,vivit,hmdb51
slowclap_clap_u_nm_np1_fr_goo_0,4,268,27,32,10,1,cov10_s1,False,0.6540690064430237,vivit,hmdb51
The_Slow_Clap_clap_u_nm_np1_fr_med_1,4,80,8,32,10,1,cov10_s1,True,0.40958452224731445,vivit,hmdb51
The_Slow_Clap_clap_u_nm_np2_fr_med_8,4,65,6,32,10,1,cov10_s1,True,0.7916006445884705,vivit,hmdb51
Boom__Snap__Clap!_(Challenge)_clap_u_nm_np1_fr_med_0,4,79,8,32,10,1,cov10_s1,True,0.9134647250175476,vivit,hmdb51
Faith_Rewarded_clap_u_cm_np1_ri_goo_1,4,53,5,32,10,1,cov10_s1,False,0.10888054966926575,vivit,hmdb51
Veoh_Alpha_Dog_1_clap_u_nm_np1_fr_goo_62,4,55,6,32,10,1,cov10_s1,False,0.21562321484088898,vivit,hmdb51
RE-_Boom_Snap_Clap_clap_u_nm_np1_fr_med_1,4,79,8,32,10,1,cov10_s1,True,0.8797181844711304,vivit,hmdb51
Budam_-_Clap_Hands_clap_u_nm_np1_fr_med_0,4,78,8,32,10,1,cov10_s1,False,0.3348991572856903,vivit,hmdb51
_Boom_Snap_Clap__challenge_clap_u_nm_np1_fr_med_1,4,79,8,32,10,1,cov10_s1,False,0.3674073815345764,vivit,hmdb51
The_Slow_Clap_clap_u_nm_np1_fr_med_14,4,79,8,32,10,1,cov10_s1,True,0.9390925765037537,vivit,hmdb51
The_Slow_Clap_clap_u_nm_np1_fr_med_2,4,25,2,32,10,1,cov10_s1,True,0.4393054246902466,vivit,hmdb51
Hand_Clapping_Game__Bim_Bum__clap_f_nm_np2_fr_med_2,4,79,8,32,10,1,cov10_s1,True,0.8481989502906799,vivit,hmdb51
#20_Rhythm_clap_u_nm_np1_le_goo_3,4,79,8,32,10,1,cov10_s1,True,0.3415966331958771,vivit,hmdb51
Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_f_cm_np3_fr_med_9,4,78,8,32,10,1,cov10_s1,False,0.22289887070655823,vivit,hmdb51
Kletter-WM_2005-_Bouldern_Finale_Herren__Serik_Kazbekov_climb_f_cm_np1_ba_med_0,5,154,15,32,10,1,cov10_s1,True,0.8291181921958923,vivit,hmdb51
Kletter-WM_2005-_Speed_Achtelfinale_Herren_Minatchev_Hroza_climb_f_cm_np2_ba_med_0,5,79,8,32,10,1,cov10_s1,True,0.32323041558265686,vivit,hmdb51
Pole_climbing_World_Championships_climb_f_nm_np1_ba_med_1,5,77,8,32,10,1,cov10_s1,True,0.9662728905677795,vivit,hmdb51
