coverage,stride,top1,n
10,1,0.4745762711864407,885
10,2,0.4463276836158192,885
10,4,0.3807909604519774,885
10,8,0.3310734463276836,885
10,16,0.2994350282485876,885
25,1,0.6067796610169491,885
25,2,0.5796610169491525,885
25,4,0.5288135593220339,885
25,8,0.4519774011299435,885
25,16,0.392090395480226,885
50,1,0.7107344632768362,885
50,2,0.6949152542372882,885
50,4,0.6711864406779661,885
50,8,0.5819209039548022,885
50,16,0.4790960451977401,885
75,1,0.7740112994350282,885
75,2,0.7807909604519774,885
75,4,0.7536723163841808,885
75,8,0.6677966101694915,885
75,16,0.5457627118644067,885
100,1,0.8033898305084746,885
100,2,0.8022598870056498,885
100,4,0.7785310734463277,885
100,8,0.7163841807909604,885
100,16,0.5774011299435028,885
