coverage,stride,top1,n
10,1,0.3191964285714285,448
10,2,0.3169642857142857,448
10,4,0.3147321428571428,448
10,8,0.3169642857142857,448
10,16,0.3169642857142857,448
25,1,0.390625,448
25,2,0.3571428571428571,448
25,4,0.34375,448
25,8,0.3147321428571428,448
25,16,0.3169642857142857,448
50,1,0.4776785714285714,448
50,2,0.4352678571428571,448
50,4,0.3883928571428571,448
50,8,0.3504464285714285,448
50,16,0.3258928571428571,448
75,1,0.53125,448
75,2,0.484375,448
75,4,0.4151785714285714,448
75,8,0.3794642857142857,448
75,16,0.3392857142857143,448
100,1,0.5446428571428571,448
100,2,0.5200892857142857,448
100,4,0.4642857142857143,448
100,8,0.4017857142857143,448
100,16,0.3504464285714285,448
