coverage,stride,top1,n,model,dataset
10,1,0.04979811574697174,743,slowfast_r50,diving48
10,2,0.05787348586810229,743,slowfast_r50,diving48
10,4,0.05652759084791386,743,slowfast_r50,diving48
10,8,0.05114401076716016,743,slowfast_r50,diving48
10,16,0.05114401076716016,743,slowfast_r50,diving48
25,1,0.06594885598923284,743,slowfast_r50,diving48
25,2,0.07806191117092867,743,slowfast_r50,diving48
25,4,0.08209959623149395,743,slowfast_r50,diving48
25,8,0.059219380888290714,743,slowfast_r50,diving48
25,16,0.05652759084791386,743,slowfast_r50,diving48
50,1,0.13593539703903096,743,slowfast_r50,diving48
50,2,0.1386271870794078,743,slowfast_r50,diving48
50,4,0.10497981157469717,743,slowfast_r50,diving48
50,8,0.09286675639300135,743,slowfast_r50,diving48
50,16,0.06998654104979811,743,slowfast_r50,diving48
75,1,0.1695827725437416,743,slowfast_r50,diving48
75,2,0.17900403768506057,743,slowfast_r50,diving48
75,4,0.13189771197846567,743,slowfast_r50,diving48
75,8,0.09152086137281291,743,slowfast_r50,diving48
75,16,0.07133243606998654,743,slowfast_r50,diving48
100,1,0.15343203230148048,743,slowfast_r50,diving48
100,2,0.16689098250336473,743,slowfast_r50,diving48
100,4,0.13728129205921938,743,slowfast_r50,diving48
100,8,0.10363391655450875,743,slowfast_r50,diving48
100,16,0.07267833109017496,743,slowfast_r50,diving48
