coverage,stride,top1,n
10,1,0.0820995962314939,743
10,2,0.0767160161507402,743
10,4,0.0861372812920592,743
10,8,0.0834454912516823,743
10,16,0.0820995962314939,743
25,1,0.1345895020188425,743
25,2,0.1318977119784656,743
25,4,0.1036339165545087,743
25,8,0.0915208613728129,743
25,16,0.0834454912516823,743
50,1,0.2086137281292059,743
50,2,0.1991924629878869,743
50,4,0.1991924629878869,743
50,8,0.1413189771197846,743
50,16,0.098250336473755,743
75,1,0.2772543741588156,743
75,2,0.2826379542395693,743
75,4,0.2960969044414536,743
75,8,0.2220726783310901,743
75,16,0.1332436069986541,743
100,1,0.2947510094212651,743
100,2,0.3014804845222072,743
100,4,0.2934051144010767,743
100,8,0.2839838492597577,743
100,16,0.1722745625841184,743
