config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.607909604519774,885,8.0,videomamba,hmdb51,covstride,8
cov100_s16,0.5887005649717514,885,5.418079096045198,videomamba,hmdb51,covstride,8
cov100_s2,0.6101694915254238,885,8.0,videomamba,hmdb51,covstride,8
cov100_s4,0.6,885,7.986440677966102,videomamba,hmdb51,covstride,8
cov100_s8,0.6022598870056497,885,7.5005649717514125,videomamba,hmdb51,covstride,8
cov10_s1,0.4655367231638418,885,6.968361581920904,videomamba,hmdb51,covstride,8
cov10_s16,0.4090395480225989,885,1.1288135593220339,videomamba,hmdb51,covstride,8
cov10_s2,0.4598870056497175,885,4.4429378531073445,videomamba,hmdb51,covstride,8
cov10_s4,0.44180790960451977,885,2.6361581920903956,videomamba,hmdb51,covstride,8
cov10_s8,0.42824858757062145,885,1.5220338983050847,videomamba,hmdb51,covstride,8
cov25_s1,0.5333333333333333,885,7.983050847457627,videomamba,hmdb51,covstride,8
cov25_s16,0.46779661016949153,885,2.004519774011299,videomamba,hmdb51,covstride,8
cov25_s2,0.5231638418079096,885,7.416949152542373,videomamba,hmdb51,covstride,8
cov25_s4,0.5265536723163842,885,5.299435028248587,videomamba,hmdb51,covstride,8
cov25_s8,0.49491525423728816,885,3.328813559322034,videomamba,hmdb51,covstride,8
cov50_s1,0.5909604519774011,885,8.0,videomamba,hmdb51,covstride,8
cov50_s16,0.5344632768361582,885,3.3536723163841806,videomamba,hmdb51,covstride,8
cov50_s2,0.5807909604519774,885,7.983050847457627,videomamba,hmdb51,covstride,8
cov50_s4,0.5740112994350283,885,7.453107344632769,videomamba,hmdb51,covstride,8
cov50_s8,0.5480225988700564,885,5.346892655367232,videomamba,hmdb51,covstride,8
cov75_s1,0.5943502824858757,885,8.0,videomamba,hmdb51,covstride,8
cov75_s16,0.5615819209039548,885,4.437288135593221,videomamba,hmdb51,covstride,8
cov75_s2,0.5954802259887005,885,8.0,videomamba,hmdb51,covstride,8
cov75_s4,0.5853107344632769,885,7.915254237288136,videomamba,hmdb51,covstride,8
cov75_s8,0.5875706214689266,885,7.00225988700565,videomamba,hmdb51,covstride,8
