coverage,stride,top1,n,model,dataset
10,1,0.7960396039603961,2020,videomamba,ucf101
10,2,0.7915841584158416,2020,videomamba,ucf101
10,4,0.7762376237623763,2020,videomamba,ucf101
10,8,0.7569306930693069,2020,videomamba,ucf101
10,16,0.7143564356435643,2020,videomamba,ucf101
25,1,0.8371287128712871,2020,videomamba,ucf101
25,2,0.8366336633663366,2020,videomamba,ucf101
25,4,0.8326732673267326,2020,videomamba,ucf101
25,8,0.8153465346534653,2020,videomamba,ucf101
25,16,0.7955445544554456,2020,videomamba,ucf101
50,1,0.8638613861386139,2020,videomamba,ucf101
50,2,0.8608910891089109,2020,videomamba,ucf101
50,4,0.8594059405940594,2020,videomamba,ucf101
50,8,0.8549504950495049,2020,videomamba,ucf101
50,16,0.844059405940594,2020,videomamba,ucf101
75,1,0.8752475247524752,2020,videomamba,ucf101
75,2,0.8772277227722772,2020,videomamba,ucf101
75,4,0.8757425742574257,2020,videomamba,ucf101
75,8,0.8782178217821782,2020,videomamba,ucf101
75,16,0.8683168316831683,2020,videomamba,ucf101
100,1,0.8836633663366337,2020,videomamba,ucf101
100,2,0.8856435643564357,2020,videomamba,ucf101
100,4,0.8792079207920792,2020,videomamba,ucf101
100,8,0.8767326732673267,2020,videomamba,ucf101
100,16,0.8752475247524752,2020,videomamba,ucf101
