coverage,stride,top1,n,model,dataset
10,1,0.09705882352941177,1020,vivit,epic_kitchens
10,2,0.09411764705882353,1020,vivit,epic_kitchens
10,4,0.08431372549019608,1020,vivit,epic_kitchens
10,8,0.07058823529411765,1020,vivit,epic_kitchens
10,16,0.05588235294117647,1020,vivit,epic_kitchens
25,1,0.17352941176470588,1020,vivit,epic_kitchens
25,2,0.1480392156862745,1020,vivit,epic_kitchens
25,4,0.1284313725490196,1020,vivit,epic_kitchens
25,8,0.10196078431372549,1020,vivit,epic_kitchens
25,16,0.0784313725490196,1020,vivit,epic_kitchens
50,1,0.24509803921568626,1020,vivit,epic_kitchens
50,2,0.23529411764705882,1020,vivit,epic_kitchens
50,4,0.20980392156862746,1020,vivit,epic_kitchens
50,8,0.17450980392156862,1020,vivit,epic_kitchens
50,16,0.1284313725490196,1020,vivit,epic_kitchens
75,1,0.296078431372549,1020,vivit,epic_kitchens
75,2,0.27647058823529413,1020,vivit,epic_kitchens
75,4,0.24509803921568626,1020,vivit,epic_kitchens
75,8,0.22450980392156863,1020,vivit,epic_kitchens
75,16,0.18235294117647058,1020,vivit,epic_kitchens
100,1,0.30196078431372547,1020,vivit,epic_kitchens
100,2,0.29705882352941176,1020,vivit,epic_kitchens
100,4,0.2725490196078431,1020,vivit,epic_kitchens
100,8,0.22745098039215686,1020,vivit,epic_kitchens
100,16,0.20098039215686275,1020,vivit,epic_kitchens
