config,top1,n,mean_distinct,model,dataset,mode,budget
k16_box,0.7762376237623763,2020,16.0,slowfast_r50,ucf101,antialias,32
k16_point,0.8579207920792079,2020,16.0,slowfast_r50,ucf101,antialias,32
k1_box,0.17772277227722771,2020,1.0,slowfast_r50,ucf101,antialias,32
k1_point,0.4153465346534653,2020,1.0,slowfast_r50,ucf101,antialias,32
k2_box,0.25,2020,2.0,slowfast_r50,ucf101,antialias,32
k2_point,0.5881188118811881,2020,2.0,slowfast_r50,ucf101,antialias,32
k4_box,0.42574257425742573,2020,4.0,slowfast_r50,ucf101,antialias,32
k4_point,0.6767326732673268,2020,4.0,slowfast_r50,ucf101,antialias,32
k8_box,0.5896039603960396,2020,8.0,slowfast_r50,ucf101,antialias,32
k8_point,0.748019801980198,2020,8.0,slowfast_r50,ucf101,antialias,32
