config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.752542372881356,885,16.0,r2plus1d_18,hmdb51,covstride,16
cov100_s16,0.6124293785310735,885,6.143502824858757,r2plus1d_18,hmdb51,covstride,16
cov100_s2,0.752542372881356,885,15.966101694915254,r2plus1d_18,hmdb51,covstride,16
cov100_s4,0.7446327683615819,885,14.864406779661017,r2plus1d_18,hmdb51,covstride,16
cov100_s8,0.688135593220339,885,10.498305084745763,r2plus1d_18,hmdb51,covstride,16
cov10_s1,0.4384180790960452,885,8.561581920903954,r2plus1d_18,hmdb51,covstride,16
cov10_s16,0.30847457627118646,885,1.1288135593220339,r2plus1d_18,hmdb51,covstride,16
cov10_s2,0.4293785310734463,885,4.888135593220339,r2plus1d_18,hmdb51,covstride,16
cov10_s4,0.40451977401129946,885,2.694915254237288,r2plus1d_18,hmdb51,covstride,16
cov10_s8,0.34011299435028247,885,1.528813559322034,r2plus1d_18,hmdb51,covstride,16
cov25_s1,0.5491525423728814,885,14.732203389830508,r2plus1d_18,hmdb51,covstride,16
cov25_s16,0.41468926553672314,885,2.015819209039548,r2plus1d_18,hmdb51,covstride,16
cov25_s2,0.5435028248587571,885,10.31186440677966,r2plus1d_18,hmdb51,covstride,16
cov25_s4,0.5186440677966102,885,6.0067796610169495,r2plus1d_18,hmdb51,covstride,16
cov25_s8,0.47796610169491527,885,3.462146892655367,r2plus1d_18,hmdb51,covstride,16
cov50_s1,0.6813559322033899,885,15.96271186440678,r2plus1d_18,hmdb51,covstride,16
cov50_s16,0.5152542372881356,885,3.487005649717514,r2plus1d_18,hmdb51,covstride,16
cov50_s2,0.672316384180791,885,14.768361581920903,r2plus1d_18,hmdb51,covstride,16
cov50_s4,0.6485875706214689,885,10.39322033898305,r2plus1d_18,hmdb51,covstride,16
cov50_s8,0.5875706214689266,885,6.066666666666666,r2plus1d_18,hmdb51,covstride,16
cov75_s1,0.7401129943502824,885,16.0,r2plus1d_18,hmdb51,covstride,16
cov75_s16,0.5683615819209039,885,4.83954802259887,r2plus1d_18,hmdb51,covstride,16
cov75_s2,0.7401129943502824,885,15.798870056497176,r2plus1d_18,hmdb51,covstride,16
cov75_s4,0.7186440677966102,885,13.594350282485875,r2plus1d_18,hmdb51,covstride,16
cov75_s8,0.6610169491525424,885,8.534463276836158,r2plus1d_18,hmdb51,covstride,16
