config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.44549125168236875,743,8.0,timesformer,diving48,covstride,8
cov100_s16,0.40107671601615075,743,6.574697173620458,timesformer,diving48,covstride,8
cov100_s2,0.43337819650067294,743,8.0,timesformer,diving48,covstride,8
cov100_s4,0.4549125168236878,743,7.998654104979812,timesformer,diving48,covstride,8
cov100_s8,0.4266487213997308,743,7.878869448183042,timesformer,diving48,covstride,8
cov10_s1,0.10363391655450875,743,7.574697173620458,timesformer,diving48,covstride,8
cov10_s16,0.07267833109017496,743,1.1197846567967698,timesformer,diving48,covstride,8
cov10_s2,0.09690444145356662,743,5.541049798115747,timesformer,diving48,covstride,8
cov10_s4,0.09286675639300135,743,3.154777927321669,timesformer,diving48,covstride,8
cov10_s8,0.08209959623149395,743,1.8115746971736204,timesformer,diving48,covstride,8
cov25_s1,0.18438761776581428,743,7.995962314939435,timesformer,diving48,covstride,8
cov25_s16,0.12516823687752354,743,2.1857335127860025,timesformer,diving48,covstride,8
cov25_s2,0.18304172274562583,743,7.8532974427994615,timesformer,diving48,covstride,8
cov25_s4,0.1695827725437416,743,6.48721399730821,timesformer,diving48,covstride,8
cov25_s8,0.14535666218034993,743,3.885598923283984,timesformer,diving48,covstride,8
cov50_s1,0.30551816958277256,743,8.0,timesformer,diving48,covstride,8
cov50_s16,0.2288021534320323,743,3.9313593539703904,timesformer,diving48,covstride,8
cov50_s2,0.3028263795423957,743,7.995962314939435,timesformer,diving48,covstride,8
cov50_s4,0.3135935397039031,743,7.861372812920592,timesformer,diving48,covstride,8
cov50_s8,0.27994616419919244,743,6.537012113055182,timesformer,diving48,covstride,8
cov75_s1,0.4387617765814266,743,8.0,timesformer,diving48,covstride,8
cov75_s16,0.3472409152086137,743,5.473755047106326,timesformer,diving48,covstride,8
cov75_s2,0.4535666218034993,743,8.0,timesformer,diving48,covstride,8
cov75_s4,0.46029609690444145,743,7.989232839838492,timesformer,diving48,covstride,8
cov75_s8,0.4064602960969044,743,7.5720053835800805,timesformer,diving48,covstride,8
