coverage,stride,top1,n,model,dataset
10,1,0.007922136713444997,4418,r2plus1d_18,autsl
10,2,0.006337709370755998,4418,r2plus1d_18,autsl
10,4,0.0047532820280669985,4418,r2plus1d_18,autsl
10,8,0.004979628791308284,4418,r2plus1d_18,autsl
10,16,0.004979628791308284,4418,r2plus1d_18,autsl
25,1,0.03236758714350385,4418,r2plus1d_18,autsl
25,2,0.026029877772747848,4418,r2plus1d_18,autsl
25,4,0.01923947487550928,4418,r2plus1d_18,autsl
25,8,0.011317338162064282,4418,r2plus1d_18,autsl
25,16,0.0074694431869624265,4418,r2plus1d_18,autsl
50,1,0.21502942507922138,4418,r2plus1d_18,autsl
50,2,0.2365323675871435,4418,r2plus1d_18,autsl
50,4,0.2317790855590765,4418,r2plus1d_18,autsl
50,8,0.09687641466727026,4418,r2plus1d_18,autsl
50,16,0.03236758714350385,4418,r2plus1d_18,autsl
75,1,0.5817111815301041,4418,r2plus1d_18,autsl
75,2,0.5654142145767316,4418,r2plus1d_18,autsl
75,4,0.6229062924400182,4418,r2plus1d_18,autsl
75,8,0.23472159348121321,4418,r2plus1d_18,autsl
75,16,0.07808963331824355,4418,r2plus1d_18,autsl
100,1,0.7593933906745134,4418,r2plus1d_18,autsl
100,2,0.7564508827523766,4418,r2plus1d_18,autsl
100,4,0.6942055228610231,4418,r2plus1d_18,autsl
100,8,0.30805794477138976,4418,r2plus1d_18,autsl
100,16,0.08714350384789497,4418,r2plus1d_18,autsl
