coverage,stride,top1,n
10,1,0.4397321428571428,448
10,2,0.4285714285714285,448
10,4,0.4151785714285714,448
10,8,0.4084821428571428,448
10,16,0.4084821428571428,448
25,1,0.5491071428571429,448
25,2,0.5267857142857143,448
25,4,0.4866071428571428,448
25,8,0.4464285714285714,448
25,16,0.4084821428571428,448
50,1,0.6450892857142857,448
50,2,0.6004464285714286,448
50,4,0.5424107142857143,448
50,8,0.4910714285714285,448
50,16,0.46875,448
75,1,0.7142857142857143,448
75,2,0.6830357142857143,448
75,4,0.6205357142857143,448
75,8,0.5424107142857143,448
75,16,0.5066964285714286,448
100,1,0.7410714285714286,448
100,2,0.7321428571428571,448
100,4,0.6696428571428571,448
100,8,0.5825892857142857,448
100,16,0.5089285714285714,448
