video_id,label_id,source_frames,distinct_frames,model_input_frames,coverage,stride,config,correct_top1,confidence,model,dataset
v_ApplyEyeMakeup_g07_c04,0,142,8,8,10,1,cov10_s1,True,0.9707235097885132,videomamba,ucf101
v_ApplyEyeMakeup_g02_c02,0,146,8,8,10,1,cov10_s1,True,0.9429552555084229,videomamba,ucf101
v_ApplyEyeMakeup_g01_c02,0,123,8,8,10,1,cov10_s1,False,0.702008068561554,videomamba,ucf101
v_ApplyEyeMakeup_g04_c02,0,132,8,8,10,1,cov10_s1,True,0.9049808979034424,videomamba,ucf101
v_ApplyEyeMakeup_g03_c06,0,152,8,8,10,1,cov10_s1,False,0.9266517162322998,videomamba,ucf101
v_ApplyEyeMakeup_g03_c05,0,146,8,8,10,1,cov10_s1,False,0.5637737512588501,videomamba,ucf101
v_ApplyEyeMakeup_g02_c03,0,216,8,8,10,1,cov10_s1,True,0.9765545129776001,videomamba,ucf101
v_ApplyEyeMakeup_g02_c01,0,170,8,8,10,1,cov10_s1,True,0.9618635177612305,videomamba,ucf101
v_ApplyEyeMakeup_g06_c05,0,281,8,8,10,1,cov10_s1,True,0.8204261660575867,videomamba,ucf101
v_ApplyEyeMakeup_g01_c06,0,122,8,8,10,1,cov10_s1,False,0.9236649870872498,videomamba,ucf101
v_ApplyEyeMakeup_g05_c05,0,227,8,8,10,1,cov10_s1,True,0.6244046092033386,videomamba,ucf101
v_ApplyEyeMakeup_g01_c03,0,259,8,8,10,1,cov10_s1,False,0.914879322052002,videomamba,ucf101
v_ApplyEyeMakeup_g07_c05,0,98,8,8,10,1,cov10_s1,True,0.9071754813194275,videomamba,ucf101
v_ApplyEyeMakeup_g06_c03,0,245,8,8,10,1,cov10_s1,False,0.5999512076377869,videomamba,ucf101
v_ApplyEyeMakeup_g06_c07,0,167,8,8,10,1,cov10_s1,False,0.880804181098938,videomamba,ucf101
v_ApplyEyeMakeup_g07_c06,0,162,8,8,10,1,cov10_s1,True,0.9529666304588318,videomamba,ucf101
v_ApplyEyeMakeup_g04_c01,0,126,8,8,10,1,cov10_s1,False,0.5757503509521484,videomamba,ucf101
v_ApplyEyeMakeup_g04_c04,0,181,8,8,10,1,cov10_s1,True,0.5896573662757874,videomamba,ucf101
v_ApplyEyeMakeup_g01_c01,0,164,8,8,10,1,cov10_s1,False,0.6173246502876282,videomamba,ucf101
v_ApplyEyeMakeup_g07_c07,0,114,8,8,10,1,cov10_s1,True,0.9520872235298157,videomamba,ucf101
v_ApplyLipstick_g03_c04,1,142,8,8,10,1,cov10_s1,True,0.44503387808799744,videomamba,ucf101
v_ApplyLipstick_g05_c05,1,156,8,8,10,1,cov10_s1,False,0.30430445075035095,videomamba,ucf101
v_ApplyLipstick_g05_c03,1,113,8,8,10,1,cov10_s1,False,0.48646801710128784,videomamba,ucf101
v_ApplyLipstick_g07_c03,1,226,8,8,10,1,cov10_s1,True,0.8902295231819153,videomamba,ucf101
v_ApplyLipstick_g04_c05,1,169,8,8,10,1,cov10_s1,True,0.7838667631149292,videomamba,ucf101
v_ApplyLipstick_g04_c01,1,98,8,8,10,1,cov10_s1,False,0.5336840152740479,videomamba,ucf101
v_ApplyLipstick_g02_c03,1,98,8,8,10,1,cov10_s1,True,0.6509823203086853,videomamba,ucf101
v_ApplyLipstick_g04_c02,1,144,8,8,10,1,cov10_s1,True,0.7016733884811401,videomamba,ucf101
v_ApplyLipstick_g05_c01,1,177,8,8,10,1,cov10_s1,False,0.66331547498703,videomamba,ucf101
v_ApplyLipstick_g02_c04,1,185,8,8,10,1,cov10_s1,True,0.8039665818214417,videomamba,ucf101
v_ApplyLipstick_g01_c01,1,149,8,8,10,1,cov10_s1,True,0.9087446331977844,videomamba,ucf101
v_ApplyLipstick_g02_c01,1,127,8,8,10,1,cov10_s1,True,0.5273407697677612,videomamba,ucf101
v_ApplyLipstick_g06_c04,1,523,8,8,10,1,cov10_s1,True,0.9429943561553955,videomamba,ucf101
v_ApplyLipstick_g03_c02,1,108,8,8,10,1,cov10_s1,False,0.5978430509567261,videomamba,ucf101
v_ApplyLipstick_g07_c01,1,270,8,8,10,1,cov10_s1,True,0.8623286485671997,videomamba,ucf101
v_ApplyLipstick_g01_c05,1,213,8,8,10,1,cov10_s1,True,0.9357670545578003,videomamba,ucf101
v_ApplyLipstick_g02_c02,1,118,8,8,10,1,cov10_s1,False,0.5297025442123413,videomamba,ucf101
v_ApplyLipstick_g07_c04,1,163,8,8,10,1,cov10_s1,True,0.9320284128189087,videomamba,ucf101
v_ApplyLipstick_g07_c02,1,125,8,8,10,1,cov10_s1,True,0.8358805775642395,videomamba,ucf101
v_ApplyLipstick_g01_c02,1,160,8,8,10,1,cov10_s1,True,0.8717190027236938,videomamba,ucf101
v_Archery_g01_c06,2,108,8,8,10,1,cov10_s1,True,0.4099787473678589,videomamba,ucf101
v_Archery_g05_c01,2,455,8,8,10,1,cov10_s1,True,0.9438638687133789,videomamba,ucf101
v_Archery_g01_c07,2,143,8,8,10,1,cov10_s1,True,0.857674777507782,videomamba,ucf101
v_Archery_g04_c04,2,135,8,8,10,1,cov10_s1,True,0.8579198122024536,videomamba,ucf101
v_Archery_g07_c03,2,51,5,8,10,1,cov10_s1,False,0.2758927047252655,videomamba,ucf101
v_Archery_g03_c03,2,125,8,8,10,1,cov10_s1,True,0.7600931525230408,videomamba,ucf101
v_Archery_g01_c03,2,158,8,8,10,1,cov10_s1,False,0.43120160698890686,videomamba,ucf101
v_Archery_g06_c01,2,81,8,8,10,1,cov10_s1,True,0.8949224352836609,videomamba,ucf101
v_Archery_g02_c01,2,158,8,8,10,1,cov10_s1,True,0.9551751613616943,videomamba,ucf101
v_Archery_g07_c05,2,64,6,8,10,1,cov10_s1,True,0.25156930088996887,videomamba,ucf101
v_Archery_g06_c06,2,132,8,8,10,1,cov10_s1,True,0.2561689615249634,videomamba,ucf101
v_Archery_g03_c04,2,138,8,8,10,1,cov10_s1,True,0.9061189293861389,videomamba,ucf101
v_Archery_g02_c03,2,138,8,8,10,1,cov10_s1,True,0.9680022597312927,videomamba,ucf101
v_Archery_g05_c03,2,488,8,8,10,1,cov10_s1,True,0.9478145241737366,videomamba,ucf101
v_Archery_g04_c02,2,173,8,8,10,1,cov10_s1,True,0.869196891784668,videomamba,ucf101
v_Archery_g04_c01,2,165,8,8,10,1,cov10_s1,True,0.8378421664237976,videomamba,ucf101
v_Archery_g02_c05,2,127,8,8,10,1,cov10_s1,False,0.30487021803855896,videomamba,ucf101
v_Archery_g03_c05,2,124,8,8,10,1,cov10_s1,True,0.801568865776062,videomamba,ucf101
v_Archery_g07_c04,2,51,5,8,10,1,cov10_s1,True,0.5958934426307678,videomamba,ucf101
v_Archery_g06_c02,2,116,8,8,10,1,cov10_s1,True,0.8906100392341614,videomamba,ucf101
v_BabyCrawling_g01_c03,3,156,8,8,10,1,cov10_s1,True,0.9132436513900757,videomamba,ucf101
v_BabyCrawling_g04_c01,3,127,8,8,10,1,cov10_s1,True,0.9763527512550354,videomamba,ucf101
v_BabyCrawling_g05_c01,3,221,8,8,10,1,cov10_s1,True,0.9707184433937073,videomamba,ucf101
v_BabyCrawling_g02_c02,3,112,8,8,10,1,cov10_s1,False,0.35691070556640625,videomamba,ucf101
v_BabyCrawling_g06_c05,3,258,8,8,10,1,cov10_s1,True,0.9685653448104858,videomamba,ucf101
v_BabyCrawling_g02_c04,3,105,8,8,10,1,cov10_s1,True,0.9756518602371216,videomamba,ucf101
v_BabyCrawling_g07_c02,3,145,8,8,10,1,cov10_s1,True,0.8781834840774536,videomamba,ucf101
v_BabyCrawling_g01_c04,3,219,8,8,10,1,cov10_s1,False,0.32223090529441833,videomamba,ucf101
v_BabyCrawling_g03_c03,3,198,8,8,10,1,cov10_s1,True,0.9476962089538574,videomamba,ucf101
v_BabyCrawling_g02_c05,3,84,8,8,10,1,cov10_s1,True,0.8576716184616089,videomamba,ucf101
v_BabyCrawling_g07_c05,3,141,8,8,10,1,cov10_s1,True,0.34722092747688293,videomamba,ucf101
v_BabyCrawling_g05_c03,3,271,8,8,10,1,cov10_s1,True,0.9572751522064209,videomamba,ucf101
v_BabyCrawling_g03_c02,3,181,8,8,10,1,cov10_s1,True,0.9752897024154663,videomamba,ucf101
v_BabyCrawling_g07_c03,3,171,8,8,10,1,cov10_s1,True,0.9799640774726868,videomamba,ucf101
v_BabyCrawling_g05_c05,3,159,8,8,10,1,cov10_s1,True,0.9661735892295837,videomamba,ucf101
v_BabyCrawling_g06_c01,3,198,8,8,10,1,cov10_s1,False,0.19833937287330627,videomamba,ucf101
