config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.8534653465346534,2020,8.0,videomamba,ucf101,covstride,8
cov100_s16,0.8475247524752475,2020,7.44009900990099,videomamba,ucf101,covstride,8
cov100_s2,0.852970297029703,2020,8.0,videomamba,ucf101,covstride,8
cov100_s4,0.8485148514851485,2020,8.0,videomamba,ucf101,covstride,8
cov100_s8,0.8485148514851485,2020,7.97970297029703,videomamba,ucf101,covstride,8
cov10_s1,0.7623762376237624,2020,7.8861386138613865,videomamba,ucf101,covstride,8
cov10_s16,0.7024752475247524,2020,1.5603960396039604,videomamba,ucf101,covstride,8
cov10_s2,0.7638613861386139,2020,6.854950495049505,videomamba,ucf101,covstride,8
cov10_s4,0.7594059405940594,2020,4.708910891089109,videomamba,ucf101,covstride,8
cov10_s8,0.7311881188118812,2020,2.7074257425742574,videomamba,ucf101,covstride,8
cov25_s1,0.8004950495049505,2020,8.0,videomamba,ucf101,covstride,8
cov25_s16,0.7712871287128713,2020,3.237623762376238,videomamba,ucf101,covstride,8
cov25_s2,0.801980198019802,2020,7.975247524752476,videomamba,ucf101,covstride,8
cov25_s4,0.802970297029703,2020,7.404455445544555,videomamba,ucf101,covstride,8
cov25_s8,0.7910891089108911,2020,5.557920792079208,videomamba,ucf101,covstride,8
cov50_s1,0.8247524752475247,2020,8.0,videomamba,ucf101,covstride,8
cov50_s16,0.8024752475247525,2020,5.582673267326733,videomamba,ucf101,covstride,8
cov50_s2,0.8227722772277227,2020,8.0,videomamba,ucf101,covstride,8
cov50_s4,0.8212871287128712,2020,7.9787128712871285,videomamba,ucf101,covstride,8
cov50_s8,0.8148514851485148,2020,7.423762376237624,videomamba,ucf101,covstride,8
cov75_s1,0.8465346534653465,2020,8.0,videomamba,ucf101,covstride,8
cov75_s16,0.8366336633663366,2020,6.794554455445544,videomamba,ucf101,covstride,8
cov75_s2,0.843069306930693,2020,8.0,videomamba,ucf101,covstride,8
cov75_s4,0.848019801980198,2020,7.998019801980198,videomamba,ucf101,covstride,8
cov75_s8,0.8445544554455445,2020,7.887128712871287,videomamba,ucf101,covstride,8
