video_id,label_id,source_frames,distinct_frames,model_input_frames,k,config,correct_top1,confidence,model,dataset
Le6xdQ2OO8w_00124,0,106,1,8,1,k1,False,0.5115881562232971,timesformer,diving48
bl0C6d9QgIg_00021,0,51,1,8,1,k1,False,0.2526964843273163,timesformer,diving48
mGRum47TLX0_00045,0,211,1,8,1,k1,True,0.22511810064315796,timesformer,diving48
L_SB1PRgDTE_00029,0,87,1,8,1,k1,False,0.46034863591194153,timesformer,diving48
Le6xdQ2OO8w_00154,0,113,1,8,1,k1,False,0.11366524547338486,timesformer,diving48
Le6xdQ2OO8w_00127,0,161,1,8,1,k1,False,0.3052722215652466,timesformer,diving48
Le6xdQ2OO8w_00121,0,110,1,8,1,k1,False,0.393136203289032,timesformer,diving48
Le6xdQ2OO8w_00119,0,130,1,8,1,k1,False,0.3219667673110962,timesformer,diving48
bSsVWVfYU4w_00118,0,151,1,8,1,k1,False,0.13049064576625824,timesformer,diving48
bl0C6d9QgIg_00022,0,96,1,8,1,k1,False,0.3671303391456604,timesformer,diving48
bl0C6d9QgIg_00017,0,250,1,8,1,k1,False,0.26826730370521545,timesformer,diving48
bl0C6d9QgIg_00023,0,90,1,8,1,k1,True,0.24094682931900024,timesformer,diving48
bSsVWVfYU4w_00086,0,53,1,8,1,k1,False,0.14622561633586884,timesformer,diving48
bSsVWVfYU4w_00169,0,141,1,8,1,k1,False,0.22441346943378448,timesformer,diving48
MbzIpx8kAD0_00025,0,96,1,8,1,k1,False,0.21452026069164276,timesformer,diving48
ovWCmIMMkRI_00055,0,88,1,8,1,k1,False,0.29823964834213257,timesformer,diving48
Le6xdQ2OO8w_00139,0,150,1,8,1,k1,False,0.2806243300437927,timesformer,diving48
Le6xdQ2OO8w_00160,0,105,1,8,1,k1,False,0.3052516579627991,timesformer,diving48
Le6xdQ2OO8w_00120,0,96,1,8,1,k1,False,0.22534283995628357,timesformer,diving48
zmacW6f2Tdk_00048,0,93,1,8,1,k1,False,0.18949715793132782,timesformer,diving48
cs8g1es4vfM_00034,1,64,1,8,1,k1,False,0.1940215677022934,timesformer,diving48
cs8g1es4vfM_00043,1,93,1,8,1,k1,False,0.39394262433052063,timesformer,diving48
CVAfPfVFulQ_00076,1,92,1,8,1,k1,False,0.10304076224565506,timesformer,diving48
yHo2oERGo7A_00056,1,122,1,8,1,k1,False,0.2535029947757721,timesformer,diving48
ovWCmIMMkRI_00058,1,105,1,8,1,k1,False,0.23096804320812225,timesformer,diving48
yHo2oERGo7A_00058,1,94,1,8,1,k1,False,0.28937768936157227,timesformer,diving48
cs8g1es4vfM_00056,1,102,1,8,1,k1,False,0.3747733235359192,timesformer,diving48
SbzcCzXjYSU_00049,1,87,1,8,1,k1,False,0.1435520350933075,timesformer,diving48
cs8g1es4vfM_00010,1,77,1,8,1,k1,False,0.21092723309993744,timesformer,diving48
ovWCmIMMkRI_00034,1,92,1,8,1,k1,False,0.15593692660331726,timesformer,diving48
yHo2oERGo7A_00057,1,102,1,8,1,k1,False,0.4615171253681183,timesformer,diving48
SbzcCzXjYSU_00056,1,109,1,8,1,k1,False,0.22680573165416718,timesformer,diving48
jMEYIEYkpY0_00103,1,140,1,8,1,k1,False,0.23468534648418427,timesformer,diving48
ovWCmIMMkRI_00033,1,72,1,8,1,k1,False,0.17954060435295105,timesformer,diving48
ovWCmIMMkRI_00057,1,102,1,8,1,k1,False,0.20347386598587036,timesformer,diving48
MbzIpx8kAD0_00065,1,164,1,8,1,k1,False,0.1733970195055008,timesformer,diving48
cs8g1es4vfM_00033,1,99,1,8,1,k1,False,0.3419395089149475,timesformer,diving48
cs8g1es4vfM_00032,1,155,1,8,1,k1,False,0.5661377310752869,timesformer,diving48
ovWCmIMMkRI_00056,1,90,1,8,1,k1,False,0.11785579472780228,timesformer,diving48
yHo2oERGo7A_00088,1,114,1,8,1,k1,False,0.6803039312362671,timesformer,diving48
zmacW6f2Tdk_00058,2,126,1,8,1,k1,False,0.2600593566894531,timesformer,diving48
rRw7peH60Yw_00032,2,128,1,8,1,k1,False,0.6101728677749634,timesformer,diving48
zmacW6f2Tdk_00057,2,127,1,8,1,k1,False,0.30903127789497375,timesformer,diving48
Le6xdQ2OO8w_00215,3,70,1,8,1,k1,False,0.15271292626857758,timesformer,diving48
Le6xdQ2OO8w_00201,3,133,1,8,1,k1,False,0.49370309710502625,timesformer,diving48
zmacW6f2Tdk_00039,3,96,1,8,1,k1,False,0.23520492017269135,timesformer,diving48
Jud-06v5Ghw_00001,3,115,1,8,1,k1,False,0.1337573230266571,timesformer,diving48
Le6xdQ2OO8w_00249,3,86,1,8,1,k1,False,0.4321088492870331,timesformer,diving48
Le6xdQ2OO8w_00256,3,60,1,8,1,k1,False,0.34104862809181213,timesformer,diving48
jMEYIEYkpY0_00031,3,117,1,8,1,k1,False,0.13729126751422882,timesformer,diving48
