video_id,label_id,source_frames,distinct_frames,model_input_frames,span_pct,config,correct_top1,confidence,model,dataset
v_ApplyEyeMakeup_g07_c04,0,142,14,16,10,span10,True,0.9445880651473999,videomae,ucf101
v_ApplyEyeMakeup_g02_c02,0,146,15,16,10,span10,True,0.8745503425598145,videomae,ucf101
v_ApplyEyeMakeup_g01_c02,0,123,12,16,10,span10,True,0.9139400720596313,videomae,ucf101
v_ApplyEyeMakeup_g04_c02,0,132,13,16,10,span10,True,0.9179627299308777,videomae,ucf101
v_ApplyEyeMakeup_g03_c06,0,152,15,16,10,span10,True,0.8965401649475098,videomae,ucf101
v_ApplyEyeMakeup_g03_c05,0,146,15,16,10,span10,True,0.8895331621170044,videomae,ucf101
v_ApplyEyeMakeup_g02_c03,0,216,16,16,10,span10,True,0.9209080934524536,videomae,ucf101
v_ApplyEyeMakeup_g02_c01,0,170,16,16,10,span10,True,0.9267973899841309,videomae,ucf101
v_ApplyEyeMakeup_g06_c05,0,281,16,16,10,span10,True,0.9175691604614258,videomae,ucf101
v_ApplyEyeMakeup_g01_c06,0,122,12,16,10,span10,True,0.8569920063018799,videomae,ucf101
v_ApplyEyeMakeup_g05_c05,0,227,16,16,10,span10,True,0.849271833896637,videomae,ucf101
v_ApplyEyeMakeup_g01_c03,0,259,16,16,10,span10,True,0.9106200337409973,videomae,ucf101
v_ApplyEyeMakeup_g07_c05,0,98,10,16,10,span10,True,0.9361950159072876,videomae,ucf101
v_ApplyEyeMakeup_g06_c03,0,245,16,16,10,span10,True,0.7778527736663818,videomae,ucf101
v_ApplyEyeMakeup_g06_c07,0,167,16,16,10,span10,True,0.8320776224136353,videomae,ucf101
v_ApplyEyeMakeup_g07_c06,0,162,16,16,10,span10,True,0.8744487762451172,videomae,ucf101
v_ApplyEyeMakeup_g04_c01,0,126,13,16,10,span10,True,0.9247817397117615,videomae,ucf101
v_ApplyEyeMakeup_g04_c04,0,181,16,16,10,span10,True,0.9139977097511292,videomae,ucf101
v_ApplyEyeMakeup_g01_c01,0,164,16,16,10,span10,True,0.9166316986083984,videomae,ucf101
v_ApplyEyeMakeup_g07_c07,0,114,11,16,10,span10,True,0.9055984020233154,videomae,ucf101
v_ApplyLipstick_g03_c04,1,142,14,16,10,span10,True,0.8484717011451721,videomae,ucf101
v_ApplyLipstick_g05_c05,1,156,16,16,10,span10,True,0.4633919894695282,videomae,ucf101
v_ApplyLipstick_g05_c03,1,113,11,16,10,span10,True,0.45358243584632874,videomae,ucf101
v_ApplyLipstick_g07_c03,1,226,16,16,10,span10,True,0.7374066114425659,videomae,ucf101
v_ApplyLipstick_g04_c05,1,169,16,16,10,span10,True,0.7275093197822571,videomae,ucf101
v_ApplyLipstick_g04_c01,1,98,10,16,10,span10,True,0.754470705986023,videomae,ucf101
v_ApplyLipstick_g02_c03,1,98,10,16,10,span10,True,0.8735539317131042,videomae,ucf101
v_ApplyLipstick_g04_c02,1,144,14,16,10,span10,True,0.7753293514251709,videomae,ucf101
v_ApplyLipstick_g05_c01,1,177,16,16,10,span10,True,0.4587703347206116,videomae,ucf101
v_ApplyLipstick_g02_c04,1,185,16,16,10,span10,True,0.8362271189689636,videomae,ucf101
v_ApplyLipstick_g01_c01,1,149,15,16,10,span10,True,0.8713001012802124,videomae,ucf101
v_ApplyLipstick_g02_c01,1,127,13,16,10,span10,True,0.7238008975982666,videomae,ucf101
v_ApplyLipstick_g06_c04,1,523,16,16,10,span10,True,0.8687646985054016,videomae,ucf101
v_ApplyLipstick_g03_c02,1,108,11,16,10,span10,True,0.8795377612113953,videomae,ucf101
v_ApplyLipstick_g07_c01,1,270,16,16,10,span10,True,0.7277405261993408,videomae,ucf101
v_ApplyLipstick_g01_c05,1,213,16,16,10,span10,True,0.901541531085968,videomae,ucf101
v_ApplyLipstick_g02_c02,1,118,12,16,10,span10,True,0.7783904671669006,videomae,ucf101
v_ApplyLipstick_g07_c04,1,163,16,16,10,span10,True,0.8338740468025208,videomae,ucf101
v_ApplyLipstick_g07_c02,1,125,12,16,10,span10,True,0.7907528281211853,videomae,ucf101
v_ApplyLipstick_g01_c02,1,160,16,16,10,span10,True,0.8494188189506531,videomae,ucf101
v_Archery_g01_c06,2,108,11,16,10,span10,True,0.3510211408138275,videomae,ucf101
v_Archery_g05_c01,2,455,16,16,10,span10,True,0.8370113372802734,videomae,ucf101
v_Archery_g01_c07,2,143,14,16,10,span10,True,0.8013208508491516,videomae,ucf101
v_Archery_g04_c04,2,135,14,16,10,span10,True,0.7588321566581726,videomae,ucf101
v_Archery_g07_c03,2,51,5,16,10,span10,True,0.22685681283473969,videomae,ucf101
v_Archery_g03_c03,2,125,12,16,10,span10,True,0.7550310492515564,videomae,ucf101
v_Archery_g01_c03,2,158,16,16,10,span10,True,0.8214943408966064,videomae,ucf101
v_Archery_g06_c01,2,81,8,16,10,span10,True,0.6968319416046143,videomae,ucf101
v_Archery_g02_c01,2,158,16,16,10,span10,True,0.8829842209815979,videomae,ucf101
v_Archery_g07_c05,2,64,6,16,10,span10,True,0.18379747867584229,videomae,ucf101
v_Archery_g06_c06,2,132,13,16,10,span10,True,0.9102912545204163,videomae,ucf101
v_Archery_g03_c04,2,138,14,16,10,span10,True,0.8153249621391296,videomae,ucf101
v_Archery_g02_c03,2,138,14,16,10,span10,True,0.8779650330543518,videomae,ucf101
v_Archery_g05_c03,2,488,16,16,10,span10,True,0.8457541465759277,videomae,ucf101
v_Archery_g04_c02,2,173,16,16,10,span10,True,0.7249813675880432,videomae,ucf101
v_Archery_g04_c01,2,165,16,16,10,span10,True,0.5981054306030273,videomae,ucf101
