coverage,stride,top1,n,model,dataset
10,1,0.06625,1600,mc3_18,finegym
10,2,0.055,1600,mc3_18,finegym
10,4,0.050625,1600,mc3_18,finegym
10,8,0.049375,1600,mc3_18,finegym
10,16,0.049375,1600,mc3_18,finegym
25,1,0.15,1600,mc3_18,finegym
25,2,0.13875,1600,mc3_18,finegym
25,4,0.105625,1600,mc3_18,finegym
25,8,0.06375,1600,mc3_18,finegym
25,16,0.05125,1600,mc3_18,finegym
50,1,0.40125,1600,mc3_18,finegym
50,2,0.4225,1600,mc3_18,finegym
50,4,0.264375,1600,mc3_18,finegym
50,8,0.14625,1600,mc3_18,finegym
50,16,0.06125,1600,mc3_18,finegym
75,1,0.646875,1600,mc3_18,finegym
75,2,0.64125,1600,mc3_18,finegym
75,4,0.413125,1600,mc3_18,finegym
75,8,0.1975,1600,mc3_18,finegym
75,16,0.09,1600,mc3_18,finegym
100,1,0.74625,1600,mc3_18,finegym
100,2,0.71625,1600,mc3_18,finegym
100,4,0.49375,1600,mc3_18,finegym
100,8,0.22125,1600,mc3_18,finegym
100,16,0.1125,1600,mc3_18,finegym
