config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.3633916554508748,743,8.0,videomamba,diving48,covstride,8
cov100_s16,0.33243606998654107,743,6.574697173620458,videomamba,diving48,covstride,8
cov100_s2,0.34858681022880217,743,8.0,videomamba,diving48,covstride,8
cov100_s4,0.360699865410498,743,7.998654104979812,videomamba,diving48,covstride,8
cov100_s8,0.3405114401076716,743,7.878869448183042,videomamba,diving48,covstride,8
cov10_s1,0.07940780619111709,743,7.574697173620458,videomamba,diving48,covstride,8
cov10_s16,0.052489905787348586,743,1.1197846567967698,videomamba,diving48,covstride,8
cov10_s2,0.07267833109017496,743,5.541049798115747,videomamba,diving48,covstride,8
cov10_s4,0.06191117092866756,743,3.154777927321669,videomamba,diving48,covstride,8
cov10_s8,0.06056527590847914,743,1.8115746971736204,videomamba,diving48,covstride,8
cov25_s1,0.10767160161507403,743,7.995962314939435,videomamba,diving48,covstride,8
cov25_s16,0.0847913862718708,743,2.1857335127860025,videomamba,diving48,covstride,8
cov25_s2,0.1117092866756393,743,7.8532974427994615,videomamba,diving48,covstride,8
cov25_s4,0.11305518169582772,743,6.48721399730821,videomamba,diving48,covstride,8
cov25_s8,0.10363391655450875,743,3.885598923283984,videomamba,diving48,covstride,8
cov50_s1,0.26783310901749663,743,8.0,videomamba,diving48,covstride,8
cov50_s16,0.15208613728129206,743,3.9313593539703904,videomamba,diving48,covstride,8
cov50_s2,0.2557200538358008,743,7.995962314939435,videomamba,diving48,covstride,8
cov50_s4,0.2732166890982503,743,7.861372812920592,videomamba,diving48,covstride,8
cov50_s8,0.22207267833109018,743,6.537012113055182,videomamba,diving48,covstride,8
cov75_s1,0.39030955585464333,743,8.0,videomamba,diving48,covstride,8
cov75_s16,0.29878869448183043,743,5.473755047106326,videomamba,diving48,covstride,8
cov75_s2,0.3835800807537012,743,8.0,videomamba,diving48,covstride,8
cov75_s4,0.3943472409152086,743,7.989232839838492,videomamba,diving48,covstride,8
cov75_s8,0.37012113055181695,743,7.5720053835800805,videomamba,diving48,covstride,8
