coverage,stride,top1,n,model,dataset
10,1,0.38839285714285715,448,r3d_18,driveact
10,2,0.36830357142857145,448,r3d_18,driveact
10,4,0.36160714285714285,448,r3d_18,driveact
10,8,0.3549107142857143,448,r3d_18,driveact
10,16,0.3549107142857143,448,r3d_18,driveact
25,1,0.4732142857142857,448,r3d_18,driveact
25,2,0.4419642857142857,448,r3d_18,driveact
25,4,0.4174107142857143,448,r3d_18,driveact
25,8,0.3861607142857143,448,r3d_18,driveact
25,16,0.3549107142857143,448,r3d_18,driveact
50,1,0.5803571428571429,448,r3d_18,driveact
50,2,0.5267857142857143,448,r3d_18,driveact
50,4,0.4955357142857143,448,r3d_18,driveact
50,8,0.41294642857142855,448,r3d_18,driveact
50,16,0.390625,448,r3d_18,driveact
75,1,0.6674107142857143,448,r3d_18,driveact
75,2,0.6383928571428571,448,r3d_18,driveact
75,4,0.5625,448,r3d_18,driveact
75,8,0.484375,448,r3d_18,driveact
75,16,0.42857142857142855,448,r3d_18,driveact
100,1,0.6830357142857143,448,r3d_18,driveact
100,2,0.6651785714285714,448,r3d_18,driveact
100,4,0.5892857142857143,448,r3d_18,driveact
100,8,0.49330357142857145,448,r3d_18,driveact
100,16,0.44419642857142855,448,r3d_18,driveact
