coverage,stride,top1,n,model,dataset
10,1,0.41517857142857145,448,r3d_18,driveact
10,2,0.40401785714285715,448,r3d_18,driveact
10,4,0.40401785714285715,448,r3d_18,driveact
10,8,0.390625,448,r3d_18,driveact
10,16,0.390625,448,r3d_18,driveact
25,1,0.4955357142857143,448,r3d_18,driveact
25,2,0.48660714285714285,448,r3d_18,driveact
25,4,0.4419642857142857,448,r3d_18,driveact
25,8,0.4174107142857143,448,r3d_18,driveact
25,16,0.390625,448,r3d_18,driveact
50,1,0.5714285714285714,448,r3d_18,driveact
50,2,0.5401785714285714,448,r3d_18,driveact
50,4,0.5200892857142857,448,r3d_18,driveact
50,8,0.48214285714285715,448,r3d_18,driveact
50,16,0.43973214285714285,448,r3d_18,driveact
75,1,0.671875,448,r3d_18,driveact
75,2,0.6517857142857143,448,r3d_18,driveact
75,4,0.5825892857142857,448,r3d_18,driveact
75,8,0.5133928571428571,448,r3d_18,driveact
75,16,0.46651785714285715,448,r3d_18,driveact
100,1,0.6986607142857143,448,r3d_18,driveact
100,2,0.6852678571428571,448,r3d_18,driveact
100,4,0.6071428571428571,448,r3d_18,driveact
100,8,0.5535714285714286,448,r3d_18,driveact
100,16,0.48214285714285715,448,r3d_18,driveact
