coverage,stride,top1,n,model,dataset
10,1,0.507345,885,videomamba,hmdb51
10,2,0.493785,885,videomamba,hmdb51
10,4,0.485876,885,videomamba,hmdb51
10,8,0.456497,885,videomamba,hmdb51
10,16,0.441808,885,videomamba,hmdb51
25,1,0.587571,885,videomamba,hmdb51
25,2,0.577401,885,videomamba,hmdb51
25,4,0.567232,885,videomamba,hmdb51
25,8,0.534463,885,videomamba,hmdb51
25,16,0.505085,885,videomamba,hmdb51
50,1,0.653107,885,videomamba,hmdb51
50,2,0.646328,885,videomamba,hmdb51
50,4,0.629379,885,videomamba,hmdb51
50,8,0.613559,885,videomamba,hmdb51
50,16,0.572881,885,videomamba,hmdb51
75,1,0.681356,885,videomamba,hmdb51
75,2,0.676836,885,videomamba,hmdb51
75,4,0.668927,885,videomamba,hmdb51
75,8,0.656497,885,videomamba,hmdb51
75,16,0.615819,885,videomamba,hmdb51
100,1,0.698305,885,videomamba,hmdb51
100,2,0.691525,885,videomamba,hmdb51
100,4,0.694915,885,videomamba,hmdb51
100,8,0.675706,885,videomamba,hmdb51
100,16,0.662147,885,videomamba,hmdb51
