video_id,label_id,source_frames,distinct_frames,model_input_frames,k,config,correct_top1,confidence,model,dataset
Le6xdQ2OO8w_00124,0,106,1,16,1,k1,False,0.6778603196144104,r3d_18,diving48
bl0C6d9QgIg_00021,0,51,1,16,1,k1,False,0.22930686175823212,r3d_18,diving48
mGRum47TLX0_00045,0,211,1,16,1,k1,False,0.4751644730567932,r3d_18,diving48
L_SB1PRgDTE_00029,0,87,1,16,1,k1,False,0.25986993312835693,r3d_18,diving48
Le6xdQ2OO8w_00154,0,113,1,16,1,k1,False,0.6944683194160461,r3d_18,diving48
Le6xdQ2OO8w_00127,0,161,1,16,1,k1,False,0.19788983464241028,r3d_18,diving48
Le6xdQ2OO8w_00121,0,110,1,16,1,k1,False,0.3800028860569,r3d_18,diving48
Le6xdQ2OO8w_00119,0,130,1,16,1,k1,False,0.3315461277961731,r3d_18,diving48
bSsVWVfYU4w_00118,0,151,1,16,1,k1,False,0.5137637257575989,r3d_18,diving48
bl0C6d9QgIg_00022,0,96,1,16,1,k1,False,0.2084745317697525,r3d_18,diving48
bl0C6d9QgIg_00017,0,250,1,16,1,k1,False,0.42556655406951904,r3d_18,diving48
bl0C6d9QgIg_00023,0,90,1,16,1,k1,False,0.49543464183807373,r3d_18,diving48
bSsVWVfYU4w_00086,0,53,1,16,1,k1,False,0.3772483170032501,r3d_18,diving48
bSsVWVfYU4w_00169,0,141,1,16,1,k1,False,0.36811935901641846,r3d_18,diving48
MbzIpx8kAD0_00025,0,96,1,16,1,k1,False,0.37377893924713135,r3d_18,diving48
ovWCmIMMkRI_00055,0,88,1,16,1,k1,False,0.315055251121521,r3d_18,diving48
Le6xdQ2OO8w_00139,0,150,1,16,1,k1,False,0.5903322696685791,r3d_18,diving48
Le6xdQ2OO8w_00160,0,105,1,16,1,k1,False,0.33464452624320984,r3d_18,diving48
Le6xdQ2OO8w_00120,0,96,1,16,1,k1,False,0.45796385407447815,r3d_18,diving48
zmacW6f2Tdk_00048,0,93,1,16,1,k1,False,0.95488041639328,r3d_18,diving48
cs8g1es4vfM_00034,1,64,1,16,1,k1,False,0.4170650541782379,r3d_18,diving48
cs8g1es4vfM_00043,1,93,1,16,1,k1,False,0.3327615261077881,r3d_18,diving48
CVAfPfVFulQ_00076,1,92,1,16,1,k1,False,0.40736454725265503,r3d_18,diving48
yHo2oERGo7A_00056,1,122,1,16,1,k1,False,0.17100495100021362,r3d_18,diving48
ovWCmIMMkRI_00058,1,105,1,16,1,k1,False,0.9023071527481079,r3d_18,diving48
yHo2oERGo7A_00058,1,94,1,16,1,k1,False,0.3889833092689514,r3d_18,diving48
cs8g1es4vfM_00056,1,102,1,16,1,k1,False,0.7285040616989136,r3d_18,diving48
SbzcCzXjYSU_00049,1,87,1,16,1,k1,False,0.19361212849617004,r3d_18,diving48
cs8g1es4vfM_00010,1,77,1,16,1,k1,False,0.7298293709754944,r3d_18,diving48
ovWCmIMMkRI_00034,1,92,1,16,1,k1,False,0.4220506250858307,r3d_18,diving48
yHo2oERGo7A_00057,1,102,1,16,1,k1,False,0.2473517805337906,r3d_18,diving48
SbzcCzXjYSU_00056,1,109,1,16,1,k1,False,0.5173205733299255,r3d_18,diving48
jMEYIEYkpY0_00103,1,140,1,16,1,k1,False,0.6059138178825378,r3d_18,diving48
ovWCmIMMkRI_00033,1,72,1,16,1,k1,False,0.5388072729110718,r3d_18,diving48
ovWCmIMMkRI_00057,1,102,1,16,1,k1,False,0.7041599750518799,r3d_18,diving48
MbzIpx8kAD0_00065,1,164,1,16,1,k1,False,0.4224950969219208,r3d_18,diving48
cs8g1es4vfM_00033,1,99,1,16,1,k1,False,0.29031404852867126,r3d_18,diving48
cs8g1es4vfM_00032,1,155,1,16,1,k1,False,0.7954004406929016,r3d_18,diving48
ovWCmIMMkRI_00056,1,90,1,16,1,k1,False,0.24331483244895935,r3d_18,diving48
yHo2oERGo7A_00088,1,114,1,16,1,k1,False,0.4471263587474823,r3d_18,diving48
zmacW6f2Tdk_00058,2,126,1,16,1,k1,False,0.989389955997467,r3d_18,diving48
rRw7peH60Yw_00032,2,128,1,16,1,k1,False,0.3434874415397644,r3d_18,diving48
zmacW6f2Tdk_00057,2,127,1,16,1,k1,False,0.4182918965816498,r3d_18,diving48
Le6xdQ2OO8w_00215,3,70,1,16,1,k1,False,0.09456440806388855,r3d_18,diving48
Le6xdQ2OO8w_00201,3,133,1,16,1,k1,False,0.2918882966041565,r3d_18,diving48
zmacW6f2Tdk_00039,3,96,1,16,1,k1,False,0.5379247069358826,r3d_18,diving48
Jud-06v5Ghw_00001,3,115,1,16,1,k1,False,0.42556750774383545,r3d_18,diving48
Le6xdQ2OO8w_00249,3,86,1,16,1,k1,False,0.20325294137001038,r3d_18,diving48
Le6xdQ2OO8w_00256,3,60,1,16,1,k1,False,0.3430466651916504,r3d_18,diving48
jMEYIEYkpY0_00031,3,117,1,16,1,k1,False,0.584550678730011,r3d_18,diving48
Le6xdQ2OO8w_00202,3,105,1,16,1,k1,False,0.4616396725177765,r3d_18,diving48
CVAfPfVFulQ_00079,3,41,1,16,1,k1,False,0.7943671941757202,r3d_18,diving48
CVAfPfVFulQ_00084,3,71,1,16,1,k1,False,0.2926289141178131,r3d_18,diving48
yHo2oERGo7A_00006,3,61,1,16,1,k1,False,0.3193853497505188,r3d_18,diving48
SbzcCzXjYSU_00020,3,62,1,16,1,k1,False,0.6715841889381409,r3d_18,diving48
jMEYIEYkpY0_00030,3,113,1,16,1,k1,False,0.5784940123558044,r3d_18,diving48
Le6xdQ2OO8w_00172,3,105,1,16,1,k1,False,0.43978768587112427,r3d_18,diving48
Le6xdQ2OO8w_00228,3,76,1,16,1,k1,False,0.2699744999408722,r3d_18,diving48
roFeEJPgJD8_00038,3,79,1,16,1,k1,False,0.8271573781967163,r3d_18,diving48
jMEYIEYkpY0_00029,3,189,1,16,1,k1,False,0.43852323293685913,r3d_18,diving48
Le6xdQ2OO8w_00226,3,98,1,16,1,k1,False,0.3800294101238251,r3d_18,diving48
zmacW6f2Tdk_00040,3,131,1,16,1,k1,False,0.9710394740104675,r3d_18,diving48
Le6xdQ2OO8w_00229,3,109,1,16,1,k1,False,0.9655852913856506,r3d_18,diving48
CVAfPfVFulQ_00080,4,65,1,16,1,k1,False,0.6849551796913147,r3d_18,diving48
Le6xdQ2OO8w_00234,4,203,1,16,1,k1,False,0.7746954560279846,r3d_18,diving48
Le6xdQ2OO8w_00194,4,122,1,16,1,k1,False,0.5014784932136536,r3d_18,diving48
CVAfPfVFulQ_00063,4,124,1,16,1,k1,False,0.5111682415008545,r3d_18,diving48
bSsVWVfYU4w_00126,4,152,1,16,1,k1,False,0.23826025426387787,r3d_18,diving48
MbzIpx8kAD0_00057,4,137,1,16,1,k1,False,0.29588839411735535,r3d_18,diving48
Le6xdQ2OO8w_00235,4,183,1,16,1,k1,False,0.2751550078392029,r3d_18,diving48
Le6xdQ2OO8w_00248,4,101,1,16,1,k1,False,0.23801590502262115,r3d_18,diving48
Le6xdQ2OO8w_00214,4,75,1,16,1,k1,False,0.6449647545814514,r3d_18,diving48
Le6xdQ2OO8w_00179,4,65,1,16,1,k1,False,0.6470414996147156,r3d_18,diving48
L2tKML4URG8_00012,4,53,1,16,1,k1,False,0.5093709230422974,r3d_18,diving48
MbzIpx8kAD0_00059,4,71,1,16,1,k1,False,0.40924909710884094,r3d_18,diving48
L2tKML4URG8_00013,4,101,1,16,1,k1,False,0.8847973346710205,r3d_18,diving48
Le6xdQ2OO8w_00180,4,73,1,16,1,k1,False,0.3497542440891266,r3d_18,diving48
bSsVWVfYU4w_00127,4,106,1,16,1,k1,False,0.2263307273387909,r3d_18,diving48
Le6xdQ2OO8w_00193,4,105,1,16,1,k1,False,0.5100160241127014,r3d_18,diving48
bSsVWVfYU4w_00162,4,187,1,16,1,k1,False,0.32572245597839355,r3d_18,diving48
bSsVWVfYU4w_00163,4,135,1,16,1,k1,False,0.35988470911979675,r3d_18,diving48
Le6xdQ2OO8w_00253,4,57,1,16,1,k1,False,0.5411528944969177,r3d_18,diving48
mGRum47TLX0_00047,4,74,1,16,1,k1,False,0.4892871379852295,r3d_18,diving48
roFeEJPgJD8_00016,5,128,1,16,1,k1,False,0.6558860540390015,r3d_18,diving48
zBXtMcI41z8_00026,5,59,1,16,1,k1,False,0.19780448079109192,r3d_18,diving48
sFO6XlfgxNQ_00119,5,87,1,16,1,k1,False,0.32502660155296326,r3d_18,diving48
