coverage,stride,top1,n
10,1,0.0441685912240184,3464
10,2,0.0363741339491916,3464
10,4,0.0308891454965358,3464
10,8,0.0285796766743648,3464
10,16,0.0285796766743648,3464
25,1,0.0984411085450346,3464
25,2,0.0736143187066974,3464
25,4,0.0542725173210161,3464
25,8,0.0409930715935334,3464
25,16,0.0294457274826789,3464
50,1,0.2308137851143933,3453
50,2,0.2162709901563404,3454
50,4,0.1434770031819496,3457
50,8,0.0821521550477292,3457
50,16,0.0484988452655889,3464
75,1,0.3865521327014218,3376
75,2,0.3676731793960923,3378
75,4,0.3045535186280307,3382
75,8,0.1626470588235294,3400
75,16,0.0803154205607476,3424
100,1,0.4225954198473282,3275
100,2,0.4234289200732153,3278
100,4,0.3719586374695863,3288
100,8,0.2010919017288444,3297
100,16,0.1014405762304922,3332
