coverage,stride,top1,n
10,1,0.0338983050847457,177
10,2,0.0225988700564971,177
10,4,0.0338983050847457,177
10,8,0.0338983050847457,177
10,16,0.0338983050847457,177
25,1,0.0903954802259887,177
25,2,0.0903954802259887,177
25,4,0.0564971751412429,177
25,8,0.0564971751412429,177
25,16,0.0451977401129943,177
50,1,0.288135593220339,177
50,2,0.2372881355932203,177
50,4,0.2259887005649717,177
50,8,0.1186440677966101,177
50,16,0.0734463276836158,177
75,1,0.3446327683615819,177
75,2,0.3559322033898305,177
75,4,0.3220338983050847,177
75,8,0.2203389830508474,177
75,16,0.1468926553672316,177
100,1,0.3615819209039548,177
100,2,0.3559322033898305,177
100,4,0.3672316384180791,177
100,8,0.3220338983050847,177
100,16,0.2429378531073446,177
