coverage,stride,top1,n,model,dataset
10,1,0.3593220338983051,885,vivit,hmdb51
10,2,0.32429378531073444,885,vivit,hmdb51
10,4,0.2847457627118644,885,vivit,hmdb51
10,8,0.24067796610169492,885,vivit,hmdb51
10,16,0.2271186440677966,885,vivit,hmdb51
25,1,0.511864406779661,885,vivit,hmdb51
25,2,0.47796610169491527,885,vivit,hmdb51
25,4,0.4033898305084746,885,vivit,hmdb51
25,8,0.34915254237288135,885,vivit,hmdb51
25,16,0.2858757062146893,885,vivit,hmdb51
50,1,0.6508474576271186,885,vivit,hmdb51
50,2,0.6248587570621469,885,vivit,hmdb51
50,4,0.56045197740113,885,vivit,hmdb51
50,8,0.4429378531073446,885,vivit,hmdb51
50,16,0.3638418079096045,885,vivit,hmdb51
75,1,0.7107344632768362,885,vivit,hmdb51
75,2,0.7028248587570621,885,vivit,hmdb51
75,4,0.6372881355932203,885,vivit,hmdb51
75,8,0.5480225988700564,885,vivit,hmdb51
75,16,0.4214689265536723,885,vivit,hmdb51
100,1,0.7389830508474576,885,vivit,hmdb51
100,2,0.7186440677966102,885,vivit,hmdb51
100,4,0.6779661016949152,885,vivit,hmdb51
100,8,0.5898305084745763,885,vivit,hmdb51
100,16,0.4768361581920904,885,vivit,hmdb51
