coverage,stride,top1,n
10,1,0.1423728813559322,885
10,2,0.119774011299435,885
10,4,0.096045197740113,885
10,8,0.0836158192090395,885
10,16,0.0723163841807909,885
25,1,0.2350282485875706,885
25,2,0.1988700564971751,885
25,4,0.1525423728813559,885
25,8,0.1141242937853107,885
25,16,0.0881355932203389,885
50,1,0.3548022598870056,885
50,2,0.3050847457627119,885
50,4,0.2406779661016949,885
50,8,0.1762711864406779,885
50,16,0.1333333333333333,885
75,1,0.415819209039548,885
75,2,0.3807909604519774,885
75,4,0.3310734463276836,885
75,8,0.2338983050847457,885
75,16,0.1807909604519774,885
100,1,0.4203389830508474,885
100,2,0.4282485875706214,885
100,4,0.3694915254237288,885
100,8,0.288135593220339,885
100,16,0.192090395480226,885
