coverage,stride,top1,n,model,dataset
10,1,0.07133243606998654,743,r2plus1d_18,diving48
10,2,0.07267833109017496,743,r2plus1d_18,diving48
10,4,0.06864064602960969,743,r2plus1d_18,diving48
10,8,0.063257065948856,743,r2plus1d_18,diving48
10,16,0.06191117092866756,743,r2plus1d_18,diving48
25,1,0.10228802153432032,743,r2plus1d_18,diving48
25,2,0.10901749663526245,743,r2plus1d_18,diving48
25,4,0.08748317631224764,743,r2plus1d_18,diving48
25,8,0.0740242261103634,743,r2plus1d_18,diving48
25,16,0.06998654104979811,743,r2plus1d_18,diving48
50,1,0.20861372812920592,743,r2plus1d_18,diving48
50,2,0.2072678331090175,743,r2plus1d_18,diving48
50,4,0.20995962314939434,743,r2plus1d_18,diving48
50,8,0.1440107671601615,743,r2plus1d_18,diving48
50,16,0.11574697173620457,743,r2plus1d_18,diving48
75,1,0.35262449528936746,743,r2plus1d_18,diving48
75,2,0.35800807537012114,743,r2plus1d_18,diving48
75,4,0.35262449528936746,743,r2plus1d_18,diving48
75,8,0.2570659488559892,743,r2plus1d_18,diving48
75,16,0.16285329744279947,743,r2plus1d_18,diving48
100,1,0.3633916554508748,743,r2plus1d_18,diving48
100,2,0.360699865410498,743,r2plus1d_18,diving48
100,4,0.351278600269179,743,r2plus1d_18,diving48
100,8,0.29878869448183043,743,r2plus1d_18,diving48
100,16,0.17496635262449528,743,r2plus1d_18,diving48
