config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.757125,8000,15.999875,videomae,kinetics400,covstride,16
cov100_s16,0.754625,8000,15.595125,videomae,kinetics400,covstride,16
cov100_s2,0.756375,8000,15.994625,videomae,kinetics400,covstride,16
cov100_s4,0.754375,8000,15.97775,videomae,kinetics400,covstride,16
cov100_s8,0.759375,8000,15.928375,videomae,kinetics400,covstride,16
cov10_s1,0.66625,8000,15.886375,videomae,kinetics400,covstride,16
cov10_s16,0.5405,8000,1.971625,videomae,kinetics400,covstride,16
cov10_s2,0.664125,8000,14.414875,videomae,kinetics400,covstride,16
cov10_s4,0.62825,8000,7.674875,videomae,kinetics400,covstride,16
cov10_s8,0.598875,8000,3.87275,videomae,kinetics400,covstride,16
cov25_s1,0.729625,8000,15.975875,videomae,kinetics400,covstride,16
cov25_s16,0.626625,8000,4.829625,videomae,kinetics400,covstride,16
cov25_s2,0.7305,8000,15.925375,videomae,kinetics400,covstride,16
cov25_s4,0.727125,8000,15.582625,videomae,kinetics400,covstride,16
cov25_s8,0.695375,8000,9.589625,videomae,kinetics400,covstride,16
cov50_s1,0.763875,8000,15.994125,videomae,kinetics400,covstride,16
cov50_s16,0.731,8000,9.593875,videomae,kinetics400,covstride,16
cov50_s2,0.7635,8000,15.976125,videomae,kinetics400,covstride,16
cov50_s4,0.766375,8000,15.926625,videomae,kinetics400,covstride,16
cov50_s8,0.764,8000,15.58875,videomae,kinetics400,covstride,16
cov75_s1,0.765125,8000,15.998625,videomae,kinetics400,covstride,16
cov75_s16,0.7545,8000,14.313125,videomae,kinetics400,covstride,16
cov75_s2,0.76725,8000,15.989125,videomae,kinetics400,covstride,16
cov75_s4,0.762625,8000,15.96375,videomae,kinetics400,covstride,16
cov75_s8,0.760875,8000,15.878125,videomae,kinetics400,covstride,16
