coverage,stride,top1,n,model,dataset
10,1,0.05744803695150116,3464,videomae,ssv2
10,2,0.05542725173210162,3464,videomae,ssv2
10,4,0.042725173210161664,3464,videomae,ssv2
10,8,0.03175519630484989,3464,videomae,ssv2
10,16,0.03175519630484989,3464,videomae,ssv2
25,1,0.1273094688221709,3464,videomae,ssv2
25,2,0.11345265588914549,3464,videomae,ssv2
25,4,0.09035796766743649,3464,videomae,ssv2
25,8,0.06148960739030023,3464,videomae,ssv2
25,16,0.03608545034642032,3464,videomae,ssv2
50,1,0.3176947581812916,3453,videomae,ssv2
50,2,0.2845975680370585,3454,videomae,ssv2
50,4,0.2250506219265259,3457,videomae,ssv2
50,8,0.1316170089673127,3457,videomae,ssv2
50,16,0.075635103926097,3464,videomae,ssv2
75,1,0.48755924170616116,3376,videomae,ssv2
75,2,0.46773238602723505,3378,videomae,ssv2
75,4,0.4115907746895328,3382,videomae,ssv2
75,8,0.2620588235294118,3400,videomae,ssv2
75,16,0.12032710280373832,3424,videomae,ssv2
100,1,0.5239694656488549,3275,videomae,ssv2
100,2,0.5222696766320928,3278,videomae,ssv2
100,4,0.4905717761557178,3288,videomae,ssv2
100,8,0.34698210494388837,3297,videomae,ssv2
100,16,0.18007202881152462,3332,videomae,ssv2
