coverage,stride,top1,n
10,1,0.1470588235294117,1020
10,2,0.1441176470588235,1020
10,4,0.1578431372549019,1020
10,8,0.1372549019607843,1020
10,16,0.1245098039215686,1020
25,1,0.1990196078431372,1020
25,2,0.196078431372549,1020
25,4,0.1970588235294117,1020
25,8,0.1735294117647058,1020
25,16,0.146078431372549,1020
50,1,0.2705882352941176,1020
50,2,0.2558823529411764,1020
50,4,0.2333333333333333,1020
50,8,0.2196078431372549,1020
50,16,0.1911764705882352,1020
75,1,0.3156862745098039,1020
75,2,0.3107843137254902,1020
75,4,0.2794117647058823,1020
75,8,0.2470588235294117,1020
75,16,0.196078431372549,1020
100,1,0.3441176470588235,1020
100,2,0.3352941176470588,1020
100,4,0.3147058823529411,1020
100,8,0.2588235294117647,1020
100,16,0.2127450980392156,1020
