config,top1,n,mean_distinct,model,dataset,mode,budget
k16_box,0.9257425742574258,2020,16.0,videomae,ucf101,antialias,16
k16_point,0.9643564356435643,2020,16.0,videomae,ucf101,antialias,16
k1_box,0.26534653465346536,2020,1.0,videomae,ucf101,antialias,16
k1_point,0.4777227722772277,2020,1.0,videomae,ucf101,antialias,16
k2_box,0.3584158415841584,2020,2.0,videomae,ucf101,antialias,16
k2_point,0.6678217821782179,2020,2.0,videomae,ucf101,antialias,16
k4_box,0.6306930693069307,2020,4.0,videomae,ucf101,antialias,16
k4_point,0.8311881188118811,2020,4.0,videomae,ucf101,antialias,16
k8_box,0.7673267326732673,2020,8.0,videomae,ucf101,antialias,16
k8_point,0.899009900990099,2020,8.0,videomae,ucf101,antialias,16
