coverage,stride,top1,n
10,1,0.375,448
10,2,0.375,448
10,4,0.3616071428571428,448
10,8,0.3526785714285714,448
10,16,0.3526785714285714,448
25,1,0.4732142857142857,448
25,2,0.4553571428571428,448
25,4,0.40625,448
25,8,0.3727678571428571,448
25,16,0.3526785714285714,448
50,1,0.5736607142857143,448
50,2,0.5625,448
50,4,0.4821428571428571,448
50,8,0.421875,448
50,16,0.3839285714285714,448
75,1,0.6584821428571429,448
75,2,0.6316964285714286,448
75,4,0.5580357142857143,448
75,8,0.4821428571428571,448
75,16,0.4330357142857143,448
100,1,0.6919642857142857,448
100,2,0.6941964285714286,448
100,4,0.6026785714285714,448
100,8,0.5089285714285714,448
100,16,0.4486607142857143,448
