video_id,label_id,source_frames,distinct_frames,model_input_frames,k,config,correct_top1,confidence,model,dataset
210300,0,52,1,32,1,k1,False,0.2819748818874359,slowfast_r50,ssv2
197315,2,49,1,32,1,k1,False,0.21631388366222382,slowfast_r50,ssv2
218883,3,44,1,32,1,k1,False,0.2759105861186981,slowfast_r50,ssv2
30133,4,61,1,32,1,k1,False,0.9964606165885925,slowfast_r50,ssv2
186406,6,66,1,32,1,k1,False,0.7565416693687439,slowfast_r50,ssv2
210300,0,52,2,32,2,k2,False,0.09344548732042313,slowfast_r50,ssv2
197315,2,49,2,32,2,k2,False,0.7325987815856934,slowfast_r50,ssv2
218883,3,44,2,32,2,k2,False,0.21002919971942902,slowfast_r50,ssv2
30133,4,61,2,32,2,k2,False,0.9605993628501892,slowfast_r50,ssv2
186406,6,66,2,32,2,k2,False,0.1557820588350296,slowfast_r50,ssv2
210300,0,52,4,32,4,k4,False,0.06060778349637985,slowfast_r50,ssv2
197315,2,49,4,32,4,k4,False,0.08661095798015594,slowfast_r50,ssv2
218883,3,44,4,32,4,k4,False,0.09254893660545349,slowfast_r50,ssv2
30133,4,61,4,32,4,k4,False,0.6598568558692932,slowfast_r50,ssv2
186406,6,66,4,32,4,k4,True,0.4158726930618286,slowfast_r50,ssv2
210300,0,52,8,32,8,k8,False,0.15166866779327393,slowfast_r50,ssv2
197315,2,49,8,32,8,k8,False,0.4185362458229065,slowfast_r50,ssv2
218883,3,44,8,32,8,k8,False,0.3134748637676239,slowfast_r50,ssv2
30133,4,61,8,32,8,k8,False,0.7681810855865479,slowfast_r50,ssv2
186406,6,66,8,32,8,k8,True,0.7437272667884827,slowfast_r50,ssv2
210300,0,52,16,32,16,k16,False,0.9358601570129395,slowfast_r50,ssv2
197315,2,49,16,32,16,k16,False,0.8749341368675232,slowfast_r50,ssv2
218883,3,44,16,32,16,k16,False,0.9010882377624512,slowfast_r50,ssv2
30133,4,61,16,32,16,k16,False,0.9701981544494629,slowfast_r50,ssv2
186406,6,66,16,32,16,k16,True,0.9149930477142334,slowfast_r50,ssv2
172000,7,58,1,32,1,k1,False,0.13658232986927032,slowfast_r50,ssv2
70659,8,18,1,32,1,k1,False,0.6598714590072632,slowfast_r50,ssv2
11086,8,18,1,32,1,k1,False,0.19610929489135742,slowfast_r50,ssv2
3793,9,38,1,32,1,k1,False,0.032669611275196075,slowfast_r50,ssv2
49806,9,19,1,32,1,k1,False,0.6724995374679565,slowfast_r50,ssv2
91295,9,20,1,32,1,k1,False,0.10145804286003113,slowfast_r50,ssv2
119565,9,19,1,32,1,k1,False,0.9801176190376282,slowfast_r50,ssv2
184324,10,20,1,32,1,k1,False,0.542987048625946,slowfast_r50,ssv2
39791,10,17,1,32,1,k1,False,0.46807584166526794,slowfast_r50,ssv2
21147,11,18,1,32,1,k1,False,0.5194816589355469,slowfast_r50,ssv2
203782,11,18,1,32,1,k1,False,0.4117317199707031,slowfast_r50,ssv2
12383,12,20,1,32,1,k1,False,0.24216625094413757,slowfast_r50,ssv2
