coverage,stride,top1,n
10,1,0.0646029609690444,743
10,2,0.0659488559892328,743
10,4,0.0646029609690444,743
10,8,0.0605652759084791,743
10,16,0.0430686406460296,743
25,1,0.1184387617765814,743
25,2,0.1130551816958277,743
25,4,0.1318977119784656,743
25,8,0.1063257065948856,743
25,16,0.0699865410497981,743
50,1,0.3391655450874832,743
50,2,0.3176312247644683,743
50,4,0.3068640646029609,743
50,8,0.2395693135935397,743
50,16,0.1332436069986541,743
75,1,0.5127860026917901,743
75,2,0.5020188425302826,743
75,4,0.5127860026917901,743
75,8,0.3808882907133243,743
75,16,0.2395693135935397,743
100,1,0.5181695827725438,743
100,2,0.5248990578734859,743
100,4,0.506056527590848,743
100,8,0.4374158815612382,743
100,16,0.2759084791386272,743
