coverage,stride,top1,n
10,1,0.0969044414535666,743
10,2,0.088829071332436,743
10,4,0.0646029609690444,743
10,8,0.0619111709286675,743
10,16,0.053835800807537,743
25,1,0.1144010767160161,743
25,2,0.1090174966352624,743
25,4,0.1224764468371467,743
25,8,0.0942126514131897,743
25,16,0.0726783310901749,743
50,1,0.2032301480484522,743
50,2,0.2005383580080753,743
50,4,0.2234185733512786,743
50,8,0.1722745625841184,743
50,16,0.1022880215343203,743
75,1,0.3458950201884253,743
75,2,0.3445491251682369,743
75,4,0.3405114401076716,743
75,8,0.2543741588156124,743
75,16,0.1507402422611036,743
100,1,0.395693135935397,743
100,2,0.3930013458950201,743
100,4,0.3849259757738896,743
100,8,0.2893674293405114,743
100,16,0.1561238223418573,743
