video_id,label_id,source_frames,distinct_frames,model_input_frames,span_pct,config,correct_top1,confidence,model,dataset
Le6xdQ2OO8w_00124,0,106,11,16,10,span10,False,0.8255133032798767,mc3_18,diving48
bl0C6d9QgIg_00021,0,51,5,16,10,span10,False,0.3304866552352905,mc3_18,diving48
mGRum47TLX0_00045,0,211,16,16,10,span10,False,0.20557643473148346,mc3_18,diving48
L_SB1PRgDTE_00029,0,87,9,16,10,span10,False,0.23646579682826996,mc3_18,diving48
Le6xdQ2OO8w_00154,0,113,11,16,10,span10,False,0.3985626995563507,mc3_18,diving48
Le6xdQ2OO8w_00127,0,161,16,16,10,span10,False,0.3810173571109772,mc3_18,diving48
Le6xdQ2OO8w_00121,0,110,11,16,10,span10,False,0.38595932722091675,mc3_18,diving48
Le6xdQ2OO8w_00119,0,130,13,16,10,span10,False,0.927168607711792,mc3_18,diving48
bSsVWVfYU4w_00118,0,151,15,16,10,span10,False,0.4158343970775604,mc3_18,diving48
bl0C6d9QgIg_00022,0,96,10,16,10,span10,False,0.3430417776107788,mc3_18,diving48
bl0C6d9QgIg_00017,0,250,16,16,10,span10,False,0.4676899313926697,mc3_18,diving48
bl0C6d9QgIg_00023,0,90,9,16,10,span10,False,0.6896672248840332,mc3_18,diving48
bSsVWVfYU4w_00086,0,53,5,16,10,span10,False,0.999992847442627,mc3_18,diving48
bSsVWVfYU4w_00169,0,141,14,16,10,span10,False,0.9735584259033203,mc3_18,diving48
MbzIpx8kAD0_00025,0,96,10,16,10,span10,False,0.5612860918045044,mc3_18,diving48
ovWCmIMMkRI_00055,0,88,9,16,10,span10,False,0.4500625431537628,mc3_18,diving48
Le6xdQ2OO8w_00139,0,150,15,16,10,span10,False,0.47430962324142456,mc3_18,diving48
Le6xdQ2OO8w_00160,0,105,10,16,10,span10,False,0.8491108417510986,mc3_18,diving48
Le6xdQ2OO8w_00120,0,96,10,16,10,span10,False,0.9736346006393433,mc3_18,diving48
zmacW6f2Tdk_00048,0,93,9,16,10,span10,False,0.7366978526115417,mc3_18,diving48
cs8g1es4vfM_00034,1,64,6,16,10,span10,False,0.35099565982818604,mc3_18,diving48
cs8g1es4vfM_00043,1,93,9,16,10,span10,False,0.5393604040145874,mc3_18,diving48
CVAfPfVFulQ_00076,1,92,9,16,10,span10,False,0.9846663475036621,mc3_18,diving48
