coverage,stride,top1,n
10,1,0.0383949191685912,3464
10,2,0.030311778290993,3464
10,4,0.0254041570438799,3464
10,8,0.0210739030023094,3464
10,16,0.0210739030023094,3464
25,1,0.0975750577367205,3464
25,2,0.0736143187066974,3464
25,4,0.0459006928406466,3464
25,8,0.0288683602771362,3464
25,16,0.0213625866050808,3464
50,1,0.2137271937445699,3453
50,2,0.2110596409959467,3454
50,4,0.1293028637547006,3457
50,8,0.0653746022562915,3457
50,16,0.0349307159353348,3464
75,1,0.3524881516587678,3376
75,2,0.3410301953818828,3378
75,4,0.2699586043761088,3382
75,8,0.1311764705882352,3400
75,16,0.0569509345794392,3424
100,1,0.3816793893129771,3275
100,2,0.3794996949359365,3278
100,4,0.3266423357664234,3288
100,8,0.1643918713982408,3297
100,16,0.0801320528211284,3332
