config,top1,n,mean_distinct,model,dataset,mode,budget
k16_box,0.288135593220339,177,15.875706214689265,r3d_18,ssv2,antialias,16
k16_point,0.3615819209039548,177,15.875706214689265,r3d_18,ssv2,antialias,16
k1_box,0.022598870056497175,177,1.0,r3d_18,ssv2,antialias,16
k1_point,0.01694915254237288,177,1.0,r3d_18,ssv2,antialias,16
k2_box,0.07344632768361582,177,2.0,r3d_18,ssv2,antialias,16
k2_point,0.06779661016949153,177,2.0,r3d_18,ssv2,antialias,16
k4_box,0.1016949152542373,177,4.0,r3d_18,ssv2,antialias,16
k4_point,0.14689265536723164,177,4.0,r3d_18,ssv2,antialias,16
k8_box,0.21468926553672316,177,8.0,r3d_18,ssv2,antialias,16
k8_point,0.2598870056497175,177,8.0,r3d_18,ssv2,antialias,16
