coverage,stride,top1,n
10,1,0.375,448
10,2,0.3504464285714285,448
10,4,0.3571428571428571,448
10,8,0.3526785714285714,448
10,16,0.3526785714285714,448
25,1,0.4397321428571428,448
25,2,0.4084821428571428,448
25,4,0.3683035714285714,448
25,8,0.3616071428571428,448
25,16,0.3526785714285714,448
50,1,0.5200892857142857,448
50,2,0.4709821428571428,448
50,4,0.4017857142857143,448
50,8,0.3839285714285714,448
50,16,0.3660714285714285,448
75,1,0.5848214285714286,448
75,2,0.5357142857142857,448
75,4,0.4330357142857143,448
75,8,0.3950892857142857,448
75,16,0.3705357142857143,448
100,1,0.6138392857142857,448
100,2,0.5424107142857143,448
100,4,0.4709821428571428,448
100,8,0.3995535714285714,448
100,16,0.3683035714285714,448
