config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.7593933906745134,4418,15.997962879130828,r2plus1d_18,autsl,covstride,16
cov100_s16,0.32209144409234947,4418,4.149388863739248,r2plus1d_18,autsl,covstride,16
cov100_s2,0.7564508827523766,4418,15.994567677682209,r2plus1d_18,autsl,covstride,16
cov100_s4,0.747170665459484,4418,14.469443186962426,r2plus1d_18,autsl,covstride,16
cov100_s8,0.6498415572657311,4418,7.836803983703033,r2plus1d_18,autsl,covstride,16
cov10_s1,0.007695789950203712,4418,5.905387052965143,r2plus1d_18,autsl,covstride,16
cov10_s16,0.004979628791308284,4418,1.0,r2plus1d_18,autsl,covstride,16
cov10_s2,0.007922136713444997,4418,3.1475780896333183,r2plus1d_18,autsl,covstride,16
cov10_s4,0.00520597555454957,4418,1.8888637392485288,r2plus1d_18,autsl,covstride,16
cov10_s8,0.004979628791308284,4418,1.0167496604798552,r2plus1d_18,autsl,covstride,16
cov25_s1,0.03010411951109099,4418,14.234947940244455,r2plus1d_18,autsl,covstride,16
cov25_s16,0.005658669081032141,4418,1.2304210049796287,r2plus1d_18,autsl,covstride,16
cov25_s2,0.030330466274332276,4418,7.589406971480308,r2plus1d_18,autsl,covstride,16
cov25_s4,0.017881394296061566,4418,4.033952014486193,r2plus1d_18,autsl,covstride,16
cov25_s8,0.01041195110909914,4418,2.231326392032594,r2plus1d_18,autsl,covstride,16
cov50_s1,0.21502942507922138,4418,15.994567677682209,r2plus1d_18,autsl,covstride,16
cov50_s16,0.03078315980081485,4418,2.2602987777274786,r2plus1d_18,autsl,covstride,16
cov50_s2,0.20914440923494795,4418,14.310321412403802,r2plus1d_18,autsl,covstride,16
cov50_s4,0.18832050701674966,4418,7.707107288365776,r2plus1d_18,autsl,covstride,16
cov50_s8,0.08872793119058398,4418,4.086464463558171,r2plus1d_18,autsl,covstride,16
cov75_s1,0.5814848347668629,4418,15.997283838841104,r2plus1d_18,autsl,covstride,16
cov75_s16,0.12539610683567226,4418,3.2206880941602534,r2plus1d_18,autsl,covstride,16
cov75_s2,0.5626980534178361,4418,15.935264825712993,r2plus1d_18,autsl,covstride,16
cov75_s4,0.5235400633770937,4418,11.416704391127206,r2plus1d_18,autsl,covstride,16
cov75_s8,0.37437754640108645,4418,5.96650067904029,r2plus1d_18,autsl,covstride,16
