video_id,label_id,source_frames,distinct_frames,model_input_frames,coverage,stride,config,correct_top1,confidence,model,dataset
signer1_sample944_color,0,57,6,16,10,1,cov10_s1,False,0.4370560944080353,r2plus1d_18,autsl
signer1_sample276_color,0,65,6,16,10,1,cov10_s1,False,0.29237473011016846,r2plus1d_18,autsl
signer35_sample610_color,0,71,7,16,10,1,cov10_s1,False,0.7039045095443726,r2plus1d_18,autsl
signer35_sample390_color,0,75,8,16,10,1,cov10_s1,False,0.7610445022583008,r2plus1d_18,autsl
signer18_sample539_color,0,64,6,16,10,1,cov10_s1,False,0.18389743566513062,r2plus1d_18,autsl
signer1_sample778_color,0,63,6,16,10,1,cov10_s1,False,0.5010318756103516,r2plus1d_18,autsl
signer11_sample469_color,0,45,4,16,10,1,cov10_s1,False,0.9644042253494263,r2plus1d_18,autsl
signer1_sample319_color,0,68,7,16,10,1,cov10_s1,False,0.6286217570304871,r2plus1d_18,autsl
signer11_sample120_color,0,48,5,16,10,1,cov10_s1,False,0.8711270093917847,r2plus1d_18,autsl
signer25_sample64_color,0,46,5,16,10,1,cov10_s1,False,0.45364296436309814,r2plus1d_18,autsl
signer16_sample254_color,0,61,6,16,10,1,cov10_s1,False,0.3643527925014496,r2plus1d_18,autsl
signer35_sample286_color,0,61,6,16,10,1,cov10_s1,False,0.9922366738319397,r2plus1d_18,autsl
signer25_sample285_color,0,53,5,16,10,1,cov10_s1,False,0.6737648248672485,r2plus1d_18,autsl
signer18_sample482_color,0,67,7,16,10,1,cov10_s1,False,0.40501993894577026,r2plus1d_18,autsl
signer16_sample365_color,0,58,6,16,10,1,cov10_s1,False,0.378940612077713,r2plus1d_18,autsl
signer11_sample66_color,0,49,5,16,10,1,cov10_s1,False,0.9005941152572632,r2plus1d_18,autsl
signer1_sample1090_color,0,58,6,16,10,1,cov10_s1,False,0.44732949137687683,r2plus1d_18,autsl
signer18_sample5_color,0,72,7,16,10,1,cov10_s1,False,0.46487581729888916,r2plus1d_18,autsl
signer1_sample1094_color,0,61,6,16,10,1,cov10_s1,False,0.6765921115875244,r2plus1d_18,autsl
signer25_sample431_color,0,56,6,16,10,1,cov10_s1,False,0.6259248852729797,r2plus1d_18,autsl
signer25_sample372_color,1,58,6,16,10,1,cov10_s1,False,0.9273449182510376,r2plus1d_18,autsl
signer18_sample243_color,1,55,6,16,10,1,cov10_s1,False,0.6895039677619934,r2plus1d_18,autsl
signer35_sample603_color,1,55,6,16,10,1,cov10_s1,False,0.5793367028236389,r2plus1d_18,autsl
signer18_sample436_color,1,61,6,16,10,1,cov10_s1,False,0.8389250040054321,r2plus1d_18,autsl
signer11_sample397_color,1,38,4,16,10,1,cov10_s1,False,0.8724747896194458,r2plus1d_18,autsl
signer1_sample936_color,1,55,6,16,10,1,cov10_s1,False,0.5482973456382751,r2plus1d_18,autsl
signer16_sample330_color,1,62,6,16,10,1,cov10_s1,False,0.07394708693027496,r2plus1d_18,autsl
signer1_sample57_color,1,51,5,16,10,1,cov10_s1,False,0.332222044467926,r2plus1d_18,autsl
signer1_sample377_color,1,52,5,16,10,1,cov10_s1,False,0.4481613039970398,r2plus1d_18,autsl
signer35_sample92_color,1,51,5,16,10,1,cov10_s1,False,0.2785561680793762,r2plus1d_18,autsl
signer1_sample989_color,1,55,6,16,10,1,cov10_s1,False,0.2951517701148987,r2plus1d_18,autsl
signer25_sample463_color,1,58,6,16,10,1,cov10_s1,False,0.9847344160079956,r2plus1d_18,autsl
signer1_sample198_color,1,51,5,16,10,1,cov10_s1,False,0.3314681351184845,r2plus1d_18,autsl
signer18_sample652_color,1,69,7,16,10,1,cov10_s1,False,0.8758929371833801,r2plus1d_18,autsl
signer11_sample453_color,1,39,4,16,10,1,cov10_s1,False,0.745107889175415,r2plus1d_18,autsl
signer16_sample126_color,1,67,7,16,10,1,cov10_s1,False,0.25336888432502747,r2plus1d_18,autsl
