coverage,stride,top1,n,model,dataset
10,1,0.5242937853107345,885,timesformer,hmdb51
10,2,0.5107344632768361,885,timesformer,hmdb51
10,4,0.48361581920903957,885,timesformer,hmdb51
10,8,0.4384180790960452,885,timesformer,hmdb51
10,16,0.415819209039548,885,timesformer,hmdb51
25,1,0.6406779661016949,885,timesformer,hmdb51
25,2,0.6180790960451977,885,timesformer,hmdb51
25,4,0.6033898305084746,885,timesformer,hmdb51
25,8,0.5638418079096045,885,timesformer,hmdb51
25,16,0.5152542372881356,885,timesformer,hmdb51
50,1,0.7367231638418079,885,timesformer,hmdb51
50,2,0.7322033898305085,885,timesformer,hmdb51
50,4,0.7299435028248588,885,timesformer,hmdb51
50,8,0.6903954802259887,885,timesformer,hmdb51
50,16,0.6485875706214689,885,timesformer,hmdb51
75,1,0.7740112994350282,885,timesformer,hmdb51
75,2,0.7638418079096045,885,timesformer,hmdb51
75,4,0.7661016949152543,885,timesformer,hmdb51
75,8,0.7548022598870057,885,timesformer,hmdb51
75,16,0.7062146892655368,885,timesformer,hmdb51
100,1,0.7887005649717514,885,timesformer,hmdb51
100,2,0.7853107344632768,885,timesformer,hmdb51
100,4,0.7853107344632768,885,timesformer,hmdb51
100,8,0.7898305084745763,885,timesformer,hmdb51
100,16,0.7480225988700565,885,timesformer,hmdb51
