coverage,stride,top1,n,model,dataset
10,1,0.46779661016949153,885,videomamba,hmdb51
10,2,0.46214689265536724,885,videomamba,hmdb51
10,4,0.4485875706214689,885,videomamba,hmdb51
10,8,0.4192090395480226,885,videomamba,hmdb51
10,16,0.4101694915254237,885,videomamba,hmdb51
25,1,0.536723163841808,885,videomamba,hmdb51
25,2,0.5310734463276836,885,videomamba,hmdb51
25,4,0.5096045197740113,885,videomamba,hmdb51
25,8,0.48361581920903957,885,videomamba,hmdb51
25,16,0.4576271186440678,885,videomamba,hmdb51
50,1,0.5627118644067797,885,videomamba,hmdb51
50,2,0.5615819209039548,885,videomamba,hmdb51
50,4,0.5581920903954802,885,videomamba,hmdb51
50,8,0.5322033898305085,885,videomamba,hmdb51
50,16,0.5220338983050847,885,videomamba,hmdb51
75,1,0.5694915254237288,885,videomamba,hmdb51
75,2,0.576271186440678,885,videomamba,hmdb51
75,4,0.5717514124293785,885,videomamba,hmdb51
75,8,0.56045197740113,885,videomamba,hmdb51
75,16,0.5468926553672316,885,videomamba,hmdb51
100,1,0.5864406779661017,885,videomamba,hmdb51
100,2,0.5785310734463277,885,videomamba,hmdb51
100,4,0.5853107344632769,885,videomamba,hmdb51
100,8,0.5887005649717514,885,videomamba,hmdb51
100,16,0.5728813559322034,885,videomamba,hmdb51
