coverage,stride,top1,n,model,dataset
10,1,0.08882907133243607,743,mc3_18,diving48
10,2,0.08613728129205922,743,mc3_18,diving48
10,4,0.08209959623149395,743,mc3_18,diving48
10,8,0.07671601615074024,743,mc3_18,diving48
10,16,0.08075370121130551,743,mc3_18,diving48
25,1,0.13728129205921938,743,mc3_18,diving48
25,2,0.13728129205921938,743,mc3_18,diving48
25,4,0.10497981157469717,743,mc3_18,diving48
25,8,0.06729475100942127,743,mc3_18,diving48
25,16,0.07133243606998654,743,mc3_18,diving48
50,1,0.23553162853297444,743,mc3_18,diving48
50,2,0.23687752355316286,743,mc3_18,diving48
50,4,0.2180349932705249,743,mc3_18,diving48
50,8,0.16150740242261102,743,mc3_18,diving48
50,16,0.11709286675639301,743,mc3_18,diving48
75,1,0.3351278600269179,743,mc3_18,diving48
75,2,0.3189771197846568,743,mc3_18,diving48
75,4,0.32301480484522205,743,mc3_18,diving48
75,8,0.27456258411843876,743,mc3_18,diving48
75,16,0.18707940780619112,743,mc3_18,diving48
100,1,0.34320323014804843,743,mc3_18,diving48
100,2,0.3310901749663526,743,mc3_18,diving48
100,4,0.3203230148048452,743,mc3_18,diving48
100,8,0.32166890982503366,743,mc3_18,diving48
100,16,0.20592193808882908,743,mc3_18,diving48
