coverage,stride,top1,n,model,dataset
10,1,0.06,1600,videomae,finegym
10,2,0.049375,1600,videomae,finegym
10,4,0.04375,1600,videomae,finegym
10,8,0.039375,1600,videomae,finegym
10,16,0.03875,1600,videomae,finegym
25,1,0.11375,1600,videomae,finegym
25,2,0.115625,1600,videomae,finegym
25,4,0.075,1600,videomae,finegym
25,8,0.058125,1600,videomae,finegym
25,16,0.05,1600,videomae,finegym
50,1,0.31375,1600,videomae,finegym
50,2,0.358125,1600,videomae,finegym
50,4,0.244375,1600,videomae,finegym
50,8,0.10375,1600,videomae,finegym
50,16,0.060625,1600,videomae,finegym
75,1,0.613125,1600,videomae,finegym
75,2,0.603125,1600,videomae,finegym
75,4,0.410625,1600,videomae,finegym
75,8,0.176875,1600,videomae,finegym
75,16,0.07125,1600,videomae,finegym
100,1,0.776875,1600,videomae,finegym
100,2,0.719375,1600,videomae,finegym
100,4,0.526875,1600,videomae,finegym
100,8,0.2675,1600,videomae,finegym
100,16,0.095625,1600,videomae,finegym
