coverage,stride,top1,n
10,1,0.396039603960396,2020
10,2,0.3945544554455445,2020
10,4,0.3757425742574257,2020
10,8,0.3376237623762376,2020
10,16,0.3054455445544554,2020
25,1,0.4297029702970297,2020
25,2,0.4346534653465346,2020
25,4,0.4287128712871287,2020
25,8,0.4089108910891089,2020
25,16,0.3742574257425742,2020
50,1,0.4831683168316831,2020
50,2,0.4698019801980198,2020
50,4,0.4653465346534653,2020
50,8,0.4603960396039604,2020
50,16,0.4425742574257426,2020
75,1,0.499009900990099,2020
75,2,0.5024752475247525,2020
75,4,0.4905940594059406,2020
75,8,0.4985148514851485,2020
75,16,0.4782178217821782,2020
100,1,0.5084158415841584,2020
100,2,0.5089108910891089,2020
100,4,0.5118811881188119,2020
100,8,0.501980198019802,2020
100,16,0.502970297029703,2020
