coverage,stride,top1,n
10,1,0.0412817551963048,3464
10,2,0.0369515011547344,3464
10,4,0.0360854503464203,3464
10,8,0.0320438799076212,3464
10,16,0.0320438799076212,3464
25,1,0.0897806004618937,3464
25,2,0.0652424942263279,3464
25,4,0.0476327944572748,3464
25,8,0.039838337182448,3464
25,16,0.0320438799076212,3464
50,1,0.2143064002316826,3453
50,2,0.2015055008685582,3454
50,4,0.1232282325715938,3457
50,8,0.063928261498409,3457
50,16,0.0424364896073903,3464
75,1,0.3438981042654028,3376
75,2,0.3342214328004737,3378
75,4,0.2596096984033116,3382
75,8,0.1138235294117647,3400
75,16,0.0607476635514018,3424
100,1,0.3661068702290076,3275
100,2,0.350823672971324,3278
100,4,0.3111313868613138,3288
100,8,0.1613588110403397,3297
100,16,0.0798319327731092,3332
