coverage,stride,top1,n,model,dataset
10,1,0.15,1020,timesformer,epic_kitchens
10,2,0.14411764705882352,1020,timesformer,epic_kitchens
10,4,0.1411764705882353,1020,timesformer,epic_kitchens
10,8,0.12352941176470589,1020,timesformer,epic_kitchens
10,16,0.10490196078431373,1020,timesformer,epic_kitchens
25,1,0.21568627450980393,1020,timesformer,epic_kitchens
25,2,0.22450980392156863,1020,timesformer,epic_kitchens
25,4,0.21372549019607842,1020,timesformer,epic_kitchens
25,8,0.18725490196078431,1020,timesformer,epic_kitchens
25,16,0.153921568627451,1020,timesformer,epic_kitchens
50,1,0.28823529411764703,1020,timesformer,epic_kitchens
50,2,0.2911764705882353,1020,timesformer,epic_kitchens
50,4,0.28627450980392155,1020,timesformer,epic_kitchens
50,8,0.27450980392156865,1020,timesformer,epic_kitchens
50,16,0.2372549019607843,1020,timesformer,epic_kitchens
75,1,0.31470588235294117,1020,timesformer,epic_kitchens
75,2,0.31862745098039214,1020,timesformer,epic_kitchens
75,4,0.31470588235294117,1020,timesformer,epic_kitchens
75,8,0.296078431372549,1020,timesformer,epic_kitchens
75,16,0.2735294117647059,1020,timesformer,epic_kitchens
100,1,0.3156862745098039,1020,timesformer,epic_kitchens
100,2,0.31862745098039214,1020,timesformer,epic_kitchens
100,4,0.3156862745098039,1020,timesformer,epic_kitchens
100,8,0.3058823529411765,1020,timesformer,epic_kitchens
100,16,0.28627450980392155,1020,timesformer,epic_kitchens
