config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.3050847457627119,177,15.875706214689265,mc3_18,ssv2,covstride,16
cov100_s16,0.11864406779661017,177,3.005649717514124,mc3_18,ssv2,covstride,16
cov100_s2,0.2824858757062147,177,13.587570621468927,mc3_18,ssv2,covstride,16
cov100_s4,0.2542372881355932,177,10.062146892655367,mc3_18,ssv2,covstride,16
cov100_s8,0.2033898305084746,177,5.3841807909604515,mc3_18,ssv2,covstride,16
cov10_s1,0.03389830508474576,177,4.028248587570621,mc3_18,ssv2,covstride,16
cov10_s16,0.01694915254237288,177,1.0,mc3_18,ssv2,covstride,16
cov10_s2,0.02824858757062147,177,2.1977401129943503,mc3_18,ssv2,covstride,16
cov10_s4,0.01694915254237288,177,1.4406779661016949,mc3_18,ssv2,covstride,16
cov10_s8,0.01694915254237288,177,1.0,mc3_18,ssv2,covstride,16
cov25_s1,0.062146892655367235,177,9.740112994350282,mc3_18,ssv2,covstride,16
cov25_s16,0.022598870056497175,177,1.073446327683616,mc3_18,ssv2,covstride,16
cov25_s2,0.062146892655367235,177,5.107344632768362,mc3_18,ssv2,covstride,16
cov25_s4,0.04519774011299435,177,2.790960451977401,mc3_18,ssv2,covstride,16
cov25_s8,0.03954802259887006,177,1.6723163841807909,mc3_18,ssv2,covstride,16
cov50_s1,0.21468926553672316,177,13.525423728813559,mc3_18,ssv2,covstride,16
cov50_s16,0.04519774011299435,177,1.694915254237288,mc3_18,ssv2,covstride,16
cov50_s2,0.15819209039548024,177,9.892655367231638,mc3_18,ssv2,covstride,16
cov50_s4,0.11299435028248588,177,5.27683615819209,mc3_18,ssv2,covstride,16
cov50_s8,0.07909604519774012,177,2.9152542372881354,mc3_18,ssv2,covstride,16
cov75_s1,0.288135593220339,177,15.073446327683616,mc3_18,ssv2,covstride,16
cov75_s16,0.07909604519774012,177,2.225988700564972,mc3_18,ssv2,covstride,16
cov75_s2,0.2711864406779661,177,12.40677966101695,mc3_18,ssv2,covstride,16
cov75_s4,0.2033898305084746,177,7.762711864406779,mc3_18,ssv2,covstride,16
cov75_s8,0.12994350282485875,177,4.096045197740113,mc3_18,ssv2,covstride,16
