coverage,stride,top1,n,model,dataset
10,1,0.015165233137166138,4418,timesformer,autsl
10,2,0.013128112267994568,4418,timesformer,autsl
10,4,0.011543684925305569,4418,timesformer,autsl
10,8,0.009959257582616569,4418,timesformer,autsl
10,16,0.009959257582616569,4418,timesformer,autsl
25,1,0.1263014938886374,4418,timesformer,autsl
25,2,0.11294703485740154,4418,timesformer,autsl
25,4,0.08442734268899954,4418,timesformer,autsl
25,8,0.04345857854232685,4418,timesformer,autsl
25,16,0.027387958352195565,4418,timesformer,autsl
50,1,0.5529651425984609,4418,timesformer,autsl
50,2,0.5341783612494342,4418,timesformer,autsl
50,4,0.5081484834766863,4418,timesformer,autsl
50,8,0.37935717519239476,4418,timesformer,autsl
50,16,0.20076957899502038,4418,timesformer,autsl
75,1,0.6733816206428248,4418,timesformer,autsl
75,2,0.6731552738795835,4418,timesformer,autsl
75,4,0.6638750565866908,4418,timesformer,autsl
75,8,0.6192847442281575,4418,timesformer,autsl
75,16,0.42485287460389315,4418,timesformer,autsl
100,1,0.6677229515617926,4418,timesformer,autsl
100,2,0.6690810321412404,4418,timesformer,autsl
100,4,0.6627433227704844,4418,timesformer,autsl
100,8,0.6570846536894522,4418,timesformer,autsl
100,16,0.5076957899502037,4418,timesformer,autsl
