coverage,stride,top1,n,model,dataset
10,1,0.06056527590847914,743,vivit,diving48
10,2,0.05114401076716016,743,vivit,diving48
10,4,0.052489905787348586,743,vivit,diving48
10,8,0.05383580080753701,743,vivit,diving48
10,16,0.05518169582772544,743,vivit,diving48
25,1,0.13997308209959622,743,vivit,diving48
25,2,0.11709286675639301,743,vivit,diving48
25,4,0.07671601615074024,743,vivit,diving48
25,8,0.0740242261103634,743,vivit,diving48
25,16,0.05652759084791386,743,vivit,diving48
50,1,0.30686406460296095,743,vivit,diving48
50,2,0.2839838492597577,743,vivit,diving48
50,4,0.2489905787348587,743,vivit,diving48
50,8,0.18438761776581428,743,vivit,diving48
50,16,0.10228802153432032,743,vivit,diving48
75,1,0.5020188425302826,743,vivit,diving48
75,2,0.506056527590848,743,vivit,diving48
75,4,0.4360699865410498,743,vivit,diving48
75,8,0.2812920592193809,743,vivit,diving48
75,16,0.14535666218034993,743,vivit,diving48
100,1,0.5302826379542396,743,vivit,diving48
100,2,0.5074024226110363,743,vivit,diving48
100,4,0.477792732166891,743,vivit,diving48
100,8,0.3283983849259758,743,vivit,diving48
100,16,0.16689098250336473,743,vivit,diving48
