coverage,stride,top1,n
10,1,0.0122227252150294,4418
10,2,0.0090538705296514,4418
10,4,0.0074694431869624,4418
10,8,0.0074694431869624,4418
10,16,0.0074694431869624,4418
25,1,0.0540968764146672,4418
25,2,0.0459483929379809,4418
25,4,0.0260298777727478,4418
25,8,0.0169760072430964,4418
25,16,0.0122227252150294,4418
50,1,0.4171570846536894,4418
50,2,0.4142145767315527,4418
50,4,0.186283386147578,4418
50,8,0.1154368492530556,4418
50,16,0.0776369397917609,4418
75,1,0.7258940697148031,4418
75,2,0.7390221819827977,4418
75,4,0.4257582616568583,4418
75,8,0.1674966047985513,4418
75,16,0.1102308736985061,4418
100,1,0.792440018107741,4418
100,2,0.7566772295156179,4418
100,4,0.4406971480307831,4418
100,8,0.1140787686736079,4418
100,16,0.0312358533272974,4418
