coverage,stride,top1,n
10,1,0.034993270524899,743
10,2,0.0376850605652759,743
10,4,0.0403768506056527,743
10,8,0.034993270524899,743
10,16,0.0403768506056527,743
25,1,0.0605652759084791,743
25,2,0.053835800807537,743
25,4,0.0497981157469717,743
25,8,0.0484522207267833,743
25,16,0.053835800807537,743
50,1,0.0942126514131897,743
50,2,0.0915208613728129,743
50,4,0.0861372812920592,743
50,8,0.0699865410497981,743
50,16,0.0605652759084791,743
75,1,0.0915208613728129,743
75,2,0.0874831763122476,743
75,4,0.0847913862718708,743
75,8,0.0901749663526245,743
75,16,0.0713324360699865,743
100,1,0.098250336473755,743
100,2,0.0861372812920592,743
100,4,0.088829071332436,743
100,8,0.0928667563930013,743
100,16,0.0753701211305518,743
