coverage,stride,top1,n
10,1,0.4429378531073446,885
10,2,0.4146892655367231,885
10,4,0.3864406779661017,885
10,8,0.3581920903954802,885
10,16,0.3446327683615819,885
25,1,0.5943502824858757,885
25,2,0.5525423728813559,885
25,4,0.5050847457627119,885
25,8,0.4576271186440678,885
25,16,0.4090395480225989,885
50,1,0.7062146892655368,885
50,2,0.6983050847457627,885
50,4,0.6305084745762712,885
50,8,0.5254237288135594,885
50,16,0.4779661016949152,885
75,1,0.7807909604519774,885
75,2,0.7740112994350282,885
75,4,0.6994350282485876,885
75,8,0.5887005649717514,885
75,16,0.5141242937853108,885
100,1,0.8203389830508474,885
100,2,0.8056497175141243,885
100,4,0.7367231638418079,885
100,8,0.6214689265536724,885
100,16,0.5175141242937853,885
