coverage,stride,top1,n
10,1,0.1647058823529411,1020
10,2,0.1549019607843137,1020
10,4,0.15,1020
10,8,0.138235294117647,1020
10,16,0.1196078431372549,1020
25,1,0.2058823529411764,1020
25,2,0.2019607843137255,1020
25,4,0.1990196078431372,1020
25,8,0.1931372549019608,1020
25,16,0.1568627450980392,1020
50,1,0.2598039215686274,1020
50,2,0.2598039215686274,1020
50,4,0.2637254901960784,1020
50,8,0.234313725490196,1020
50,16,0.2166666666666666,1020
75,1,0.2774509803921569,1020
75,2,0.2833333333333333,1020
75,4,0.2715686274509803,1020
75,8,0.2686274509803921,1020
75,16,0.2539215686274509,1020
100,1,0.2813725490196078,1020
100,2,0.2862745098039215,1020
100,4,0.2754901960784314,1020
100,8,0.2794117647058823,1020
100,16,0.2686274509803921,1020
