config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.023529411764705882,1020,8.0,videomamba,epic_kitchens,covstride,8
cov100_s16,0.023529411764705882,1020,5.824509803921568,videomamba,epic_kitchens,covstride,8
cov100_s2,0.023529411764705882,1020,7.993137254901961,videomamba,epic_kitchens,covstride,8
cov100_s4,0.023529411764705882,1020,7.896078431372549,videomamba,epic_kitchens,covstride,8
cov100_s8,0.023529411764705882,1020,7.227450980392157,videomamba,epic_kitchens,covstride,8
cov10_s1,0.023529411764705882,1020,6.626470588235295,videomamba,epic_kitchens,covstride,8
cov10_s16,0.023529411764705882,1020,1.611764705882353,videomamba,epic_kitchens,covstride,8
cov10_s2,0.023529411764705882,1020,5.1647058823529415,videomamba,epic_kitchens,covstride,8
cov10_s4,0.023529411764705882,1020,3.615686274509804,videomamba,epic_kitchens,covstride,8
cov10_s8,0.023529411764705882,1020,2.3784313725490196,videomamba,epic_kitchens,covstride,8
cov25_s1,0.023529411764705882,1020,7.8656862745098035,videomamba,epic_kitchens,covstride,8
cov25_s16,0.023529411764705882,1020,2.753921568627451,videomamba,epic_kitchens,covstride,8
cov25_s2,0.023529411764705882,1020,7.13921568627451,videomamba,epic_kitchens,covstride,8
cov25_s4,0.023529411764705882,1020,5.7519607843137255,videomamba,epic_kitchens,covstride,8
cov25_s8,0.023529411764705882,1020,4.155882352941177,videomamba,epic_kitchens,covstride,8
cov50_s1,0.023529411764705882,1020,7.991176470588235,videomamba,epic_kitchens,covstride,8
cov50_s16,0.023529411764705882,1020,4.181372549019608,videomamba,epic_kitchens,covstride,8
cov50_s2,0.023529411764705882,1020,7.872549019607843,videomamba,epic_kitchens,covstride,8
cov50_s4,0.023529411764705882,1020,7.182352941176471,videomamba,epic_kitchens,covstride,8
cov50_s8,0.023529411764705882,1020,5.794117647058823,videomamba,epic_kitchens,covstride,8
cov75_s1,0.023529411764705882,1020,8.0,videomamba,epic_kitchens,covstride,8
cov75_s16,0.023529411764705882,1020,5.174509803921569,videomamba,epic_kitchens,covstride,8
cov75_s2,0.023529411764705882,1020,7.972549019607843,videomamba,epic_kitchens,covstride,8
cov75_s4,0.023529411764705882,1020,7.697058823529412,videomamba,epic_kitchens,covstride,8
cov75_s8,0.023529411764705882,1020,6.67843137254902,videomamba,epic_kitchens,covstride,8
